row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,,
Số dư đầu năm,Tài sản thuế TNDN hoãn lại > Số dư đầu năm,Số dư đầu năm,20.679.779.014,19.823.492.057,20679779014.0,19823492057.0
Ghi nhận vào báo cáo kết quả hoạt động kinh doanh riêng (Thuyết minh 30),Tài sản thuế TNDN hoãn lại > Ghi nhận vào báo cáo kết quả hoạt động kinh doanh riêng (Thuyết minh 30),Ghi nhận vào báo cáo kết quả hoạt động kinh doanh riêng (Thuyết minh 30),(3.415.472.305),856.286.957,-3415472305.0,856286957.0
Số dư cuối năm,Tài sản thuế TNDN hoãn lại > Số dư cuối năm,Số dư cuối năm,17.264.306.709,20.679.779.014,17264306709.0,20679779014.0
Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,,
Số dư đầu năm,Thuế TNDN hoãn lại phải trả > Số dư đầu năm,Số dư đầu năm,(530.131.967),(75.630.969),-530131967.0,-75630969.0
Ghi nhận vào báo cáo kết quả hoạt động kinh doanh riêng (Thuyết minh 30),Thuế TNDN hoãn lại phải trả > Ghi nhận vào báo cáo kết quả hoạt động kinh doanh riêng (Thuyết minh 30),Ghi nhận vào báo cáo kết quả hoạt động kinh doanh riêng (Thuyết minh 30),(466.342.691),(454.500.998),-466342691.0,-454500998.0
Số dư cuối năm,Thuế TNDN hoãn lại phải trả > Số dư cuối năm,Số dư cuối năm,(996.474.658),(530.131.967),-996474658.0,-530131967.0
