row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày > 31.12.2025 VND,Tại ngày > 31.12.2024 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2025 VND,numeric__Tại ngày > 31.12.2024 VND
300,300,300,NỘ PHẢI TRÀ,,13.597.336.981.108,12.545.617.723.249,,,13597336981108.0,12545617723249.0
310,310,310,Nợ ngắn hạn,,13.594.231.962.780,12.544.004.856.642,,,13594231962780.0,12544004856642.0
311,311,311,Phải trả người bán ngắn hạn,14,1.474.513.549.388,1.444.065.406.819,,14.0,1474513549388.0,1444065406819.0
312,312,312,Người mua trả tiền trước ngắn hạn,,768.149.265,-899.931.616,,,768149265.0,-899931616.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15,300.621.480.236,371.572.602.529,,15.0,300621480236.0,371572602529.0
314,314,314,Phải trả người lao động,,1.361.557.803.773,1.142.454.993.151,,,1361557803773.0,1142454993151.0
315,315,315,Chỉ phí phải trả ngắn hạn,16,322.661.630.714,261.626.799.026,,16.0,322661630714.0,261626799026.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,17,1.685.661.348.036,1.556.813.085.136,,17.0,1685661348036.0,1556813085136.0
319,319,319,Phải trả ngắn hạn khác,18,250.282.912.392,265.115.132.330,,18.0,250282912392.0,265115132330.0
320,320,320,Vay ngắn hạn,19,7.653.887.854.534,7.040.353.402.070,,19.0,7653887854534.0,7040353402070.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,544.277.234.442,461.103.503.965,,20.0,544277234442.0,461103503965.0
330,330,330,Nợ dài hạn,,3.105.018.328,1.612.866.607,,,3105018328.0,1612866607.0
337,337,337,Phải trả dài hạn khác,,2.108.543.670,1.082.734.640,,,2108543670.0,1082734640.0
341,341,341,Thuế thu nhập hoãn lại phải trả,13,996.474.658,530.131.967,,13.0,996474658.0,530131967.0
400,400,400,VỐN CHỦ SỞ HỮU,,10.554.223.253.583,9.915.796.433.871,,,10554223253583.0,9915796433871.0
410,410,410,Vốn chủ sở hữu,,10.554.223.253.583,9.915.796.433.871,,,10554223253583.0,9915796433871.0
411,411,411,Vốn góp của chủ sở hữu,"21,22",7.387.634.630.000,4.925.091.640.000,,21.22,7387634630000.0,4925091640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.387.634.630.000,4.925.091.640.000,,,7387634630000.0,4925091640000.0
418,418,418,Quỹ đầu tư phát triển,22,580.634.183.368,2.122.083.824.808,,22.0,580634183368.0,2122083824808.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,22,2.585.954.440.215,2.868.620.969.063,,22.0,2585954440215.0,2868620969063.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,-,799.313.441.846,,,,799313441846.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,2.585.954.440.215,2.069.307.527.217,,,2585954440215.0,2069307527217.0
440,440,440,TỔNG NGUỒN VỐN,,24.151.560.234.691,22.461.414.157.120,,,24151560234691.0,22461414157120.0
