row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
vii),vii),vii),"Lãi cho vay, tiền gửi",,,,,
vii),vii) > vii),vii),Công ty TNHH MTV Viễn thông Quốc tế FPT,3.965.825.959,154.107.246.525,,3965825959.0,154107246525.0
vii),vii) > vii),vii),Công ty TNHH Truyền hình FPT,432.694.047,4.134.117.317,,432694047.0,4134117317.0
vii),vii) > vii),vii),Công ty Cổ phần Công nghệ Viễn thông FPT,349.953.950,173.327.071,,349953950.0,173327071.0
vii),vii) > vii),vii),Công ty TNHH MTV Viễn thông FPT Tân Thuận,12.802.229,-,,12802229.0,
vii),vii) > vii),vii),Công ty Cổ phần FPT,1.871.207,1.897.032,,1871207.0,1897032.0
vii),vii) > vii),vii),,4.763.147.392,158.416.587.945,,4763147392.0,158416587945.0
viii),viii),viii),Đi vay,,,,,
viii),viii) > viii),viii),Công ty TNHH MTV Viễn thông Quốc tế FPT,952.036.187.930,353.086.619.609,,952036187930.0,353086619609.0
viii),viii) > viii),viii),Công ty TNHH Truyền hình FPT,170.428.764.787,19.402.961.837,,170428764787.0,19402961837.0
viii),viii) > viii),viii),Công ty Cổ phần Công nghệ Viễn thông FPT,9.432.027.510,-,,9432027510.0,
viii),viii) > viii),viii),Công ty TNHH MTV Viễn thông FPT Tân Thuận,3.750.000.000,19.782.074.046,,3750000000.0,19782074046.0
viii),viii) > viii),viii),Công ty TNHH MTV Viễn thông FPT Thăng Long,3.200.000.000,224.200.000.000,,3200000000.0,224200000000.0
viii),viii) > viii),viii),,1.138.846.980.227,616.471.655.492,,1138846980227.0,616471655492.0
ix),ix),ix),Lãi vay (Thuyết minh 27),,,,,
ix),ix) > ix),ix),Công ty TNHH MTV Viễn thông Quốc tế FPT,11.811.142.866,1.172.271.428,,11811142866.0,1172271428.0
ix),ix) > ix),ix),Công ty TNHH MTV Viễn thông FPT Thăng Long,5.154.234.408,4.571.905.687,,5154234408.0,4571905687.0
ix),ix) > ix),ix),Công ty TNHH MTV Viễn thông FPT Tân Thuận,509.792.640,1.319.717.517,,509792640.0,1319717517.0
ix),ix) > ix),ix),Công ty TNHH Truyền hình FPT,170.356.361,109.540.745,,170356361.0,109540745.0
ix),ix) > ix),ix),Công ty Cổ phần Công nghệ Viễn thông FPT,119.116.954,87.855.235,,119116954.0,87855235.0
ix),ix) > ix),ix),,17.764.643.229,7.261.290.612,,17764643229.0,7261290612.0
