row_label_raw,row_label_full,col_0,Tại ngày1.1.2025VND,Số phải nộptrong nămVND,Số đã thực nộp/cấn trừ trong nămVND,Tại ngày31.12.2025VND,numeric__Tại ngày1.1.2025VND,numeric__Số phải nộptrong nămVND,numeric__Số đã thực nộp/cấn trừ trong nămVND,numeric__Tại ngày31.12.2025VND
Thuế GTGT đầu ra,Thuế GTGT đầu ra,Thuế GTGT đầu ra,52.500.556.169,1.967.206.581.529,(1.970.001.906.608),49.705.231.090,52500556169.0,1967206581529.0,-1970001906608.0,49705231090.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,293.395.734.856,709.066.813.951,(821.538.097.163),180.924.451.644,293395734856.0,709066813951.0,-821538097163.0,180924451644.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,6.225.784.196,258.931.402.612,(199.374.215.410),65.782.971.398,6225784196.0,258931402612.0,-199374215410.0,65782971398.0
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,19.450.527.308,39.340.505.782,(54.582.706.986),4.208.326.104,19450527308.0,39340505782.0,-54582706986.0,4208326104.0
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",-,8.469.133.892,(8.469.133.892),-,,8469133892.0,-8469133892.0,
Thuế khác,Thuế khác,Thuế khác,-,493.398.184,(492.898.184),500.000,,493398184.0,-492898184.0,500000.0
,,,371.572.602.529,2.983.507.835.950,(3.054.458.958.243),300.621.480.236,371572602529.0,2983507835950.0,-3054458958243.0,300621480236.0
