row_label_raw,row_label_full,col_0,Giao dịch,Giao dịch_1,numeric__Giao dịch,numeric__Giao dịch_1
,,,2016Triệu VNDDoanh thu/(chi phí),2015Triệu VNDDoanh thu/(chi phí),,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,,
Tài sản NH TMCP Sài Gòn - Hà Nội (“SHB AMC”),Tài sản NH TMCP Sài Gòn - Hà Nội (“SHB AMC”),Tài sản NH TMCP Sài Gòn - Hà Nội (“SHB AMC”),Tài sản NH TMCP Sài Gòn - Hà Nội (“SHB AMC”),Tài sản NH TMCP Sài Gòn - Hà Nội (“SHB AMC”),,
▪ Thu lãi cho vay,Tài sản NH TMCP Sài Gòn - Hà Nội (“SHB AMC”) > ▪ Thu lãi cho vay,▪ Thu lãi cho vay,101.012,16.090,101012.0,16090.0
▪ Chi lãi tiền gửi,Tài sản NH TMCP Sài Gòn - Hà Nội (“SHB AMC”) > ▪ Chi lãi tiền gửi,▪ Chi lãi tiền gửi,(797),(364),-797.0,-364.0
▪ Chi phí khác,Tài sản NH TMCP Sài Gòn - Hà Nội (“SHB AMC”) > ▪ Chi phí khác,▪ Chi phí khác,(43.386),(35.809),-43386.0,-35809.0
Công ty Cổ phần Chứng khoán SHB (“SHBS”),Công ty Cổ phần Chứng khoán SHB (“SHBS”),Công ty Cổ phần Chứng khoán SHB (“SHBS”),Công ty Cổ phần Chứng khoán SHB (“SHBS”),Công ty Cổ phần Chứng khoán SHB (“SHBS”),,
▪ Chi lãi tiền gửi không kỳ hạn và có kỳ hạn,Công ty Cổ phần Chứng khoán SHB (“SHBS”) > ▪ Chi lãi tiền gửi không kỳ hạn và có kỳ hạn,▪ Chi lãi tiền gửi không kỳ hạn và có kỳ hạn,(1.342),(604),-1342.0,-604.0
Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào(“SHB Lào”),Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào(“SHB Lào”),Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào(“SHB Lào”),Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào(“SHB Lào”),Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào(“SHB Lào”),,
▪ Thu lãi điều chuyển vốn nội bộ,Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào(“SHB Lào”) > ▪ Thu lãi điều chuyển vốn nội bộ,▪ Thu lãi điều chuyển vốn nội bộ,38.964,35.952,38964.0,35952.0
Ngân hàng TNHH MTV Sài Gòn Hà NộiCampuchia (“SHB Campuchia”),Ngân hàng TNHH MTV Sài Gòn Hà NộiCampuchia (“SHB Campuchia”),Ngân hàng TNHH MTV Sài Gòn Hà NộiCampuchia (“SHB Campuchia”),Ngân hàng TNHH MTV Sài Gòn Hà NộiCampuchia (“SHB Campuchia”),Ngân hàng TNHH MTV Sài Gòn Hà NộiCampuchia (“SHB Campuchia”),,
▪ Thu lãi điều chuyển vốn nội bộ,Ngân hàng TNHH MTV Sài Gòn Hà NộiCampuchia (“SHB Campuchia”) > ▪ Thu lãi điều chuyển vốn nội bộ,▪ Thu lãi điều chuyển vốn nội bộ,90.416,108.021,90416.0,108021.0
Hội đồng Quản trị và Ban Kiểm soát,Hội đồng Quản trị và Ban Kiểm soát,Hội đồng Quản trị và Ban Kiểm soát,Hội đồng Quản trị và Ban Kiểm soát,Hội đồng Quản trị và Ban Kiểm soát,,
▪ Thù lao Hội đồng Quản trị và Ban kiểm soát,Hội đồng Quản trị và Ban Kiểm soát > ▪ Thù lao Hội đồng Quản trị và Ban kiểm soát,▪ Thù lao Hội đồng Quản trị và Ban kiểm soát,11.323,10.166,11323.0,10166.0
