row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,%,31/12/2015Triệu VND,%_1,numeric__31/12/2016Triệu VND,numeric__%,numeric__31/12/2015Triệu VND,numeric__%_1
Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,,,,
Công ty Nhà nước,Cho vay các TCKT > Công ty Nhà nước,Công ty Nhà nước,7.231.657,"4,61",5.855.667,"4,45",7231657.0,4.61,5855667.0,4.45
Công ty TNHH MTV Vốn Nhà nước,Cho vay các TCKT > Công ty TNHH MTV Vốn Nhà nước,Công ty TNHH MTV Vốn Nhà nước,12.412.504,"7,91",10.171.688,"7,74",12412504.0,7.91,10171688.0,7.74
Công ty TNHH khác,Cho vay các TCKT > Công ty TNHH khác,Công ty TNHH khác,24.770.966,"15,80",26.674.978,"20,29",24770966.0,15.8,26674978.0,20.29
Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,Công ty Cổ phần vốn Nhà nước lớn hơn,,,,
50% (Nhà nước chiếm cổ phần chi phối),Công ty Cổ phần vốn Nhà nước lớn hơn > 50% (Nhà nước chiếm cổ phần chi phối),50% (Nhà nước chiếm cổ phần chi phối),15.120.292,"9,64",10.991.218,"8,36",15120292.0,9.64,10991218.0,8.36
Công ty cổ phần khác,Công ty Cổ phần vốn Nhà nước lớn hơn > Công ty cổ phần khác,Công ty cổ phần khác,64.896.844,"41,38",51.319.976,"39,05",64896844.0,41.38,51319976.0,39.05
Công ty hợp danh,Công ty Cổ phần vốn Nhà nước lớn hơn > Công ty hợp danh,Công ty hợp danh,7.614,"0,00",3.122,"0,00",7614.0,0.0,3122.0,0.0
Doanh nghiệp tư nhân,Công ty Cổ phần vốn Nhà nước lớn hơn > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.565.104,"1,00",1.263.687,"0,96",1565104.0,1.0,1263687.0,0.96
Doanh nghiệp có vốn đầu tư nước ngoài,Công ty Cổ phần vốn Nhà nước lớn hơn > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,59.215,"0,04",78.411,"0,06",59215.0,0.04,78411.0,0.06
Hợp tác xã và liên hiệp hợp tác xã,Công ty Cổ phần vốn Nhà nước lớn hơn > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,64.345,"0,04",42.875,"0,03",64345.0,0.04,42875.0,0.03
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",28.916.777,"18,44",23.033.058,"17,53",28916777.0,18.44,23033058.0,17.53
Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,,,,
Thành phần kinh tế khác,Cho vay khác > Thành phần kinh tế khác,Thành phần kinh tế khác,1.778.859,"1,14",2.010.278,"1,53",1778859.0,1.14,2010278.0,1.53
,,,156.824.177,"100,00",131.444.958,"100,00",156824177.0,100.0,131444958.0,100.0
