row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,%,31/12/2015Triệu VND,%_1,numeric__31/12/2016Triệu VND,numeric__%,numeric__31/12/2015Triệu VND,numeric__%_1
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",31.680.006,"20,20",26.984.705,"20,53",31680006.0,20.2,26984705.0,20.53
Khai khoáng,Khai khoáng,Khai khoáng,8.483.683,"5,41",6.534.738,"4,97",8483683.0,5.41,6534738.0,4.97
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",24.596.393,"15,68",20.032.465,"15,24",24596393.0,15.68,20032465.0,15.24
"SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",8.427.214,"5,37",6.233.780,"4,74",8427214.0,5.37,6233780.0,4.74
"Cung cấp nước, QL&XL rác thải, nước thải","Cung cấp nước, QL&XL rác thải, nước thải","Cung cấp nước, QL&XL rác thải, nước thải",154.238,"0,10",109.289,"0,08",154238.0,0.1,109289.0,0.08
Xây dựng,Xây dựng,Xây dựng,22.340.838,"14,25",19.309.760,"14,69",22340838.0,14.25,19309760.0,14.69
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",25.379.086,"16,18",20.587.147,"15,67",25379086.0,16.18,20587147.0,15.67
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",3.318.955,"2,12",3.406.075,"2,59",3318955.0,2.12,3406075.0,2.59
Dịch vụ lưu trú & ăn uống,Dịch vụ lưu trú & ăn uống,Dịch vụ lưu trú & ăn uống,967.985,"0,62",931.310,"0,71",967985.0,0.62,931310.0,0.71
Thông tin & truyền thông,Thông tin & truyền thông,Thông tin & truyền thông,143.909,"0,09",112.641,"0,09",143909.0,0.09,112641.0,0.09
"Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",972.740,"0,62",641.715,"0,49",972740.0,0.62,641715.0,0.49
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,10.148.223,"6,47",9.315.326,"7,09",10148223.0,6.47,9315326.0,7.09
"Hoạt động chuyên môn, khoa học & công nghệ","Hoạt động chuyên môn, khoa học & công nghệ","Hoạt động chuyên môn, khoa học & công nghệ",591.889,"0,38",566.755,"0,43",591889.0,0.38,566755.0,0.43
Hoạt động hành chính & dịch vụ hỗ trợ,Hoạt động hành chính & dịch vụ hỗ trợ,Hoạt động hành chính & dịch vụ hỗ trợ,1.510.246,"0,96",1.473.191,"1,12",1510246.0,0.96,1473191.0,1.12
"Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm Xã hội bất buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm Xã hội bất buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm Xã hội bất buộc",51.676,"0,03",19.266,"0,01",51676.0,0.03,19266.0,0.01
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,179.654,"0,11",44.792,"0,03",179654.0,0.11,44792.0,0.03
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,130.062,"0,08",82.149,"0,06",130062.0,0.08,82149.0,0.06
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",308.513,"0,20",201.605,"0,15",308513.0,0.2,201605.0,0.15
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,17.128.330,"10,92",14.830.420,"11,29",17128330.0,10.92,14830420.0,11.29
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",310.537,"0,20",27.829,"0,02",310537.0,0.2,27829.0,0.02
,,,156.824.177,"100,00",131.444.958,"100,00",156824177.0,100.0,131444958.0,100.0
