row_label_raw,row_label_full,Tài khoản tiền gửi thanh toán tại NHNNVN (i),31/12/2016Triệu VND > 1.880.377,31/12/2015Triệu VND > 2.368.278,numeric__31/12/2016Triệu VND > 1.880.377,numeric__31/12/2015Triệu VND > 2.368.278
Tiền gửi tại Ngân hàng Nhà nước Lào,Tiền gửi tại Ngân hàng Nhà nước Lào,Tiền gửi tại Ngân hàng Nhà nước Lào,-,1.357.073,,1357073.0
Tiền gửi tại Ngân hàng Quốc gia Campuchia,Tiền gửi tại Ngân hàng Quốc gia Campuchia,Tiền gửi tại Ngân hàng Quốc gia Campuchia,-,637.167,,637167.0
,,,1.880.377,4.362.518,1880377.0,4362518.0
