row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
"Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",3.176.167,3.053.579,3176167.0,3053579.0
Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,953.034,347.630,953034.0,347630.0
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,570.964,48.249,570964.0,48249.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,695,1.082,695.0,1082.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",24.009,13.680,24009.0,13680.0
Khoản phải trả nội bộ từ SHB Lào và SHB Campuchia,Khoản phải trả nội bộ từ SHB Lào và SHB Campuchia,Khoản phải trả nội bộ từ SHB Lào và SHB Campuchia,516.727,-,516727.0,
Các khoản phải trả nội bộ khác,Các khoản phải trả nội bộ khác,Các khoản phải trả nội bộ khác,29.533,33.487,29533.0,33487.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,382.070,299.381,382070.0,299381.0
Thuế và các khoản phải trả cho ngân sách Nhà nước (i),Thuế và các khoản phải trả cho ngân sách Nhà nước (i),Thuế và các khoản phải trả cho ngân sách Nhà nước (i),85.631,78.934,85631.0,78934.0
Phải trả về trung gian thanh toán và nợ phải trả khác,Phải trả về trung gian thanh toán và nợ phải trả khác,Phải trả về trung gian thanh toán và nợ phải trả khác,225.691,218.013,225691.0,218013.0
Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,56.713,-,56713.0,
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,14.035,2.434,14035.0,2434.0
,,,4.129.201,3.401.209,4129201.0,3401209.0
