row_label_raw,row_label_full,col_0,31/12/2016 > Triệu VND,31/12/2016 > Lãi suất/năm,31/12/2015 > Triệu VND,31/12/2015 > Lãi suất/năm,numeric__31/12/2016 > Triệu VND,numeric__31/12/2016 > Lãi suất/năm,numeric__31/12/2015 > Triệu VND,numeric__31/12/2015 > Lãi suất/năm
"Vay trung, dài hạn từ Dự án Tài trợ Doanh nghiệp vừa và nhỏ giai đoạn II và III (i)","Vay trung, dài hạn từ Dự án Tài trợ Doanh nghiệp vừa và nhỏ giai đoạn II và III (i)","Vay trung, dài hạn từ Dự án Tài trợ Doanh nghiệp vừa và nhỏ giai đoạn II và III (i)",389.848,"0,40% - 0,41%",402.291,"5,64%",389848.0,,402291.0,0.0564
Vay dài hạn Dự án Phát triển Năng lượng tái tạo (ii),Vay dài hạn Dự án Phát triển Năng lượng tái tạo (ii),Vay dài hạn Dự án Phát triển Năng lượng tái tạo (ii),419.039,"4,73% - 5,75%",12.341,"4,76%",419039.0,,12341.0,0.047599999999999996
,,,808.887,,414.632,,808887.0,,414632.0,
