row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",31.579,28.108,31579.0,28108.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.328.225,1.152.735,1328225.0,1152735.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,1.184.947,1.036.670,1184947.0,1036670.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,72.787,66.343,72787.0,66343.0
Chi trợ cấp và chi khác cho nhân viên,Trong đó: > Chi trợ cấp và chi khác cho nhân viên,Chi trợ cấp và chi khác cho nhân viên,70.491,49.722,70491.0,49722.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,384.436,378.303,384436.0,378303.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Khẩu hao tài sản cố định,Trong đó: > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,109.621,117.897,109621.0,117897.0
Chi cho hoạt động quản lý công vụ:,Trong đó: > Chi cho hoạt động quản lý công vụ:,Chi cho hoạt động quản lý công vụ:,410.387,366.710,410387.0,366710.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Công tác phí,Trong đó: > Công tác phí,Công tác phí,12.343,16.348,12343.0,16348.0
Chi về hoạt động đoàn thể của TCTD,Trong đó: > Chi về hoạt động đoàn thể của TCTD,Chi về hoạt động đoàn thể của TCTD,150.160,828,150160.0,828.0
"Chi nộp phí bảo hiểm, bảo hiểm tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo hiểm tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo hiểm tiền gửi của khách hàng",120.937,101.795,120937.0,101795.0
Hoàn nhập dự phòng giảm giá góp vốn đầu tư dài hạn khác (Thuyết minh 11(iii)),Trong đó: > Hoàn nhập dự phòng giảm giá góp vốn đầu tư dài hạn khác (Thuyết minh 11(iii)),Hoàn nhập dự phòng giảm giá góp vốn đầu tư dài hạn khác (Thuyết minh 11(iii)),(1.464),(9.732),-1464.0,-9732.0
Chi phí dự phòng rủi ro khác (Thuyết minh 14),Trong đó: > Chi phí dự phòng rủi ro khác (Thuyết minh 14),Chi phí dự phòng rủi ro khác (Thuyết minh 14),136.394,275,136394.0,275.0
,,,2.410.494,2.018.194,2410494.0,2018194.0
