row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,15.402.085,10.041.619,,15402085.0,10041619.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chi phí lãi và các chi phí tương tự đã trả,(10.237.406),(6.973.295),,-10237406.0,-6973295.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập từ hoạt động dịch vụ nhận được,272.576,52.287,,272576.0,52287.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,Chênh lệch số tiền thực (chi)/thu từ hoạt động kinh doanh ngoại hối và chứng khoán,107.818,1.171,,107818.0,1171.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Thu nhập/(chi phí) khác,324.249,(44.007),,324249.0,-44007.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",52.998,198.121,,52998.0,198121.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(2.383.261),(1.899.860),,-2383261.0,-1899860.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế thu nhập thực nộp trong kỳ,(233.867),(223.821),,-233867.0,-223821.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,3.305.192,1.152.215,,3305192.0,1152215.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09,Những thay đổi về tài sản hoạt động > 09,09,(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,(4.522.863),2.630.700,,-4522863.0,2630700.0
10,Những thay đổi về tài sản hoạt động > 10,10,Tăng các khoản về kinh doanh chứng khoán,(2.348.974),(1.395.694),,-2348974.0,-1395694.0
11,Những thay đổi về tài sản hoạt động > 11,11,(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(45.843),18.611,,-45843.0,18611.0
12,Những thay đổi về tài sản hoạt động > 12,12,Tăng các khoản cho vay khách hàng,(25.379.219),(29.878.652),,-25379219.0,-29878652.0
13,Những thay đổi về tài sản hoạt động > 13,13,Giảm nguồn dự phòng để bù đắp tồn thất,(167.263),(317.712),,-167263.0,-317712.0
14,Những thay đổi về tài sản hoạt động > 14,14,Tăng khác về tài sản hoạt động,(5.503.910),(594.460),,-5503910.0,-594460.0
Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,,,
15,Những thay đổi về nợ hoạt động > 15,15,(Giảm)/tăng các khoản nợ Chính phủ và NHNNVN,(1.652.495),3.463.757,,-1652495.0,3463757.0
16,Những thay đổi về nợ hoạt động > 16,16,"Tăng tiền gửi, tiền vay các tổ chức tín dụng khác",4.707.912,2.892,,4707912.0,2892.0
17,Những thay đổi về nợ hoạt động > 17,17,Tăng tiền gửi của khách hàng,17.037.568,25.581.768,,17037568.0,25581768.0
18,Những thay đổi về nợ hoạt động > 18,18,Tăng phát hành giấy tờ có giá,5.550.027,4.357.648,,5550027.0,4357648.0
19,Những thay đổi về nợ hoạt động > 19,19,"Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",394.255,200.145,,394255.0,200145.0
20,Những thay đổi về nợ hoạt động > 20,20,(Giảm)/tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(100.011),100.011,,-100011.0,100011.0
21,Những thay đổi về nợ hoạt động > 21,21,Tăng/(giảm) khác về nợ hoạt động,710.473,(116.576),,710473.0,-116576.0
I,Những thay đổi về nợ hoạt động > I,I,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,(8.015.151),5.204.653,,-8015151.0,5204653.0
