row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
,,,31/12/2016Triệu VNDPhải thu/(Phải trả),31/12/2015Triệu VNDPhải thu/(Phải trả),,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,,
"Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"")",,
▪ Góp vốn,"Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"") > ▪ Góp vốn",▪ Góp vốn,20.000,20.000,20000.0,20000.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,"Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"") > ▪ Tiền gửi không kỳ hạn và có kỳ hạn",▪ Tiền gửi không kỳ hạn và có kỳ hạn,(29.054),(15.208),-29054.0,-15208.0
▪ Cho vay,"Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"") > ▪ Cho vay",▪ Cho vay,145.599,215.528,145599.0,215528.0
▪ Phải thu khác,"Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"") > ▪ Phải thu khác",▪ Phải thu khác,4.076,23.533,4076.0,23533.0
▪ Phải trả khác,"Tài sản NH TMCP Sài Gòn - Hà Nội (""SHB AMC"") > ▪ Phải trả khác",▪ Phải trả khác,(299),(26),-299.0,-26.0
"Công ty Cổ phần Chứng khoán SHB (""SHBS"")","Công ty Cổ phần Chứng khoán SHB (""SHBS"")","Công ty Cổ phần Chứng khoán SHB (""SHBS"")","Công ty Cổ phần Chứng khoán SHB (""SHBS"")","Công ty Cổ phần Chứng khoán SHB (""SHBS"")",,
▪ Góp vốn,"Công ty Cổ phần Chứng khoán SHB (""SHBS"") > ▪ Góp vốn",▪ Góp vốn,147.710,147.710,147710.0,147710.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,"Công ty Cổ phần Chứng khoán SHB (""SHBS"") > ▪ Tiền gửi không kỳ hạn và có kỳ hạn",▪ Tiền gửi không kỳ hạn và có kỳ hạn,(54.453),(13.997),-54453.0,-13997.0
▪ Phải thu khác,"Công ty Cổ phần Chứng khoán SHB (""SHBS"") > ▪ Phải thu khác",▪ Phải thu khác,123.628,145.000,123628.0,145000.0
