row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.249.916,1.917.786,,4.0,1249916.0,1917786.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,1.880.377,4.362.518,,5.0,1880377.0,4362518.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,28.979.507,29.723.560,,6.0,28979507.0,29723560.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,22.073.644,25.865.697,,,22073644.0,25865697.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,6.911.000,3.863.000,,,6911000.0,3863000.0
3,A > 3,3,Dự phòng rủi ro,,(5.137),(5.137),,,-5137.0,-5137.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,45.843,-,,7.0,45843.0,
VI,A > VI,VI,Cho vay khách hàng,,155.132.975,130.023.572,,,155132975.0,130023572.0
1,A > 1,1,Cho vay khách hàng,8,156.824.177,131.444.958,,8.0,156824177.0,131444958.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(1.691.202),(1.421.386),,9.0,-1691202.0,-1421386.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,18.846.623,17.316.651,,10.0,18846623.0,17316651.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,10.788.497,7.479.883,,,10788497.0,7479883.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,9.439.853,10.399.493,,,9439853.0,10399493.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(1.381.727),(562.725),,,-1381727.0,-562725.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,2.580.377,456.725,,11.0,2580377.0,456725.0
1,A > 1,1,Đầu tư vào công ty con,,2.371.822,167.710,,,2371822.0,167710.0
4,A > 4,4,Đầu tư dài hạn khác,,214.393,298.397,,,214393.0,298397.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(5.838),(9.382),,,-5838.0,-9382.0
X,A > X,X,Tài sản cố định,,3.927.363,4.054.981,,,3927363.0,4054981.0
1,A > 1,1,Tài sản cố định hữu hình,12,392.592,360.309,,12.0,392592.0,360309.0
a,A > a,a,Nguyên giá,,884.084,797.270,,,884084.0,797270.0
b,A > b,b,Giá trị hao mòn lũy kế,,(491.492),(436.961),,,-491492.0,-436961.0
3,A > 3,3,Tài sản cố định vô hình,13,3.534.771,3.694.672,,13.0,3534771.0,3694672.0
a,A > a,a,Nguyên giá,,3.704.574,3.838.226,,,3704574.0,3838226.0
b,A > b,b,Giá trị hao mòn lũy kế,,(169.803),(143.554),,,-169803.0,-143554.0
XII,A > XII,XII,Tài sản Có khác,14,20.507.550,16.711.447,,14.0,20507550.0,16711447.0
1,A > 1,1,Các khoản phải thu,,807.720,1.748.617,,,807720.0,1748617.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,7.845.337,8.894.843,,,7845337.0,8894843.0
4,A > 4,4,Tài sản Có khác,,11.997.828,6.081.033,,,11997828.0,6081033.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,(143.335),(13.046),,,-143335.0,-13046.0
,,,TỔNG TÀI SẢN,,233.150.531,204.567.240,,,233150531.0,204567240.0
