row_label_raw,row_label_full,col_0,Tại ngày31/12/2025VND,Tại ngày01/01/2025VND,numeric__Tại ngày31/12/2025VND,numeric__Tại ngày01/01/2025VND
Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,,
Công ty Cổ phần Xây dựng Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,653.436.750,3.904.734.785,653436750.0,3904734785.0
Công ty Cổ phần Sonadezi Giang Điền,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Sonadezi Giang Điền,Công ty Cổ phần Sonadezi Giang Điền,262.739.520,719.188.745,262739520.0,719188745.0
Công ty Cổ phần Kinh doanh nhà Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Kinh doanh nhà Đồng Nai,315.814.074,269.747.634,315814074.0,269747634.0
Công ty Cổ phần Dịch vụ và Xây dựngCấp nước Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Dịch vụ và Xây dựngCấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựngCấp nước Đồng Nai,104.461.980,106.513.980,104461980.0,106513980.0
Công ty Cổ phần Dịch vụ Cảng Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Dịch vụ Cảng Đồng Nai,Công ty Cổ phần Dịch vụ Cảng Đồng Nai,5.811.037,952.128,5811037.0,952128.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Phải thu ngắn hạn của khách hàng: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,55.713.675,79.157.400,55713675.0,79157400.0
Công ty Cổ phần Đầu tư Xây dựng vàVật liệu Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Đầu tư Xây dựng vàVật liệu Đồng Nai,Công ty Cổ phần Đầu tư Xây dựng vàVật liệu Đồng Nai,4.278.750,-,4278750.0,
Công ty Cổ phần Sơn Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,9.843.300,-,9843300.0,
Công ty Cổ phần Cảng Long Thành,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Cảng Long Thành,18.575.136,6.500.736,18575136.0,6500736.0
Cộng - Xem thêm Mục 4.3,Phải thu ngắn hạn của khách hàng: > Cộng - Xem thêm Mục 4.3,Cộng - Xem thêm Mục 4.3,1.430.674.222,5.086.795.408,1430674222.0,5086795408.0
