row_label_raw,row_label_full,NGUỒN VỐN,Mã số,TM,Tại ngày 31/12/2025,Tại ngày 01/01/2025,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2025,numeric__Tại ngày 01/01/2025
C. NỘ PHẢI TRÀ,C. NỘ PHẢI TRÀ,C. NỘ PHẢI TRÀ,300,,10.381.110.298.414,10.236.101.118.525,300.0,,10381110298414.0,10236101118525.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,3.575.902.553.179,3.918.997.948.361,310.0,,3575902553179.0,3918997948361.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,4.13,650.243.184.195,589.157.407.351,311.0,413.0,650243184195.0,589157407351.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,4.14,352.032.157.521,790.470.044.372,312.0,414.0,352032157521.0,790470044372.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,4.15,162.820.006.751,158.795.315.513,313.0,415.0,162820006751.0,158795315513.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,4.16,213.262.139.162,197.818.377.111,314.0,416.0,213262139162.0,197818377111.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,4.17,123.799.382.596,138.875.351.229,315.0,417.0,123799382596.0,138875351229.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,4.18,145.624.117.654,128.174.899.081,318.0,418.0,145624117654.0,128174899081.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,4.19,599.376.735.602,441.492.573.730,319.0,419.0,599376735602.0,441492573730.0
8. Vay ngắn hạn,8. Vay ngắn hạn,8. Vay ngắn hạn,320,4.20,1.058.949.628.529,1.214.726.166.923,320.0,420.0,1058949628529.0,1214726166923.0
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,,29.436.139.014,20.848.298.136,321.0,,29436139014.0,20848298136.0
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,4.21,240.359.062.155,238.639.514.915,322.0,421.0,240359062155.0,238639514915.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,6.805.207.745.235,6.317.103.170.164,330.0,,6805207745235.0,6317103170164.0
1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,332,,17.670.138.296,20.692.516.442,332.0,,17670138296.0,20692516442.0
2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,333,4.17,980.216.010.530,936.338.999.945,333.0,417.0,980216010530.0,936338999945.0
3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,336,4.18,2.493.626.195.507,2.309.003.113.307,336.0,418.0,2493626195507.0,2309003113307.0
4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,337,4.19,274.232.442.489,250.475.468.529,337.0,419.0,274232442489.0,250475468529.0
5. Vay dài hạn,5. Vay dài hạn,5. Vay dài hạn,338,4.20,3.039.462.958.413,2.797.381.695.184,338.0,420.0,3039462958413.0,2797381695184.0
6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,342,,-,3.211.376.757,342.0,,,3211376757.0
