row_label_raw,row_label_full,Stt,Nội dung,Năm 2025,Năm 2024,Số tiền tăng (+)/giảm(-),Tỷ lệ (%),numeric__Nội dung,numeric__Năm 2025,numeric__Năm 2024,numeric__Số tiền tăng (+)/giảm(-),numeric__Tỷ lệ (%)
1,1,1,Doanh thu bán hàng và cung cấp dịch vụ,6.796.157.810,5.873.085.755,+ 923.072.055,"Tăng 15,72%",,6796157810.0,5873085755.0,,
2,2,2,Giá vốn hàng bán,3.744.677.438,3.490.189.536,+ 254.487.902,"Tăng 7,29%",,3744677438.0,3490189536.0,,
3,3,3,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,3.051.452.372,2.380.887.853,+ 670.564.519,"Tăng 28,16%",,3051452372.0,2380887853.0,,
4,4,4,Doanh thu hoạt động tài chính,162.131.401,190.333.030,- 28.201.629,"Giảm 14,82%",,162131401.0,190333030.0,-28201629.0,
5,5,5,Phần lãi lỗ trong công ty liên kết,139.831.753,86.559.312,+ 53.272.441,"Tăng 61,54%",,139831753.0,86559312.0,,
6,6,6,Chi phí quản lý doanh nghiệp,534.642.957,470.964.717,+ 63.678.240,"Tăng 13,52%",,534642957.0,470964717.0,,
7,7,7,Tổng lợi nhuận kế toán trước thuế,2.573.557.412,1.946.882.948,+ 626.674.464,"Tăng 32,19%",,2573557412.0,1946882948.0,,
8,8,8,Lợi nhuận sau thuế thu nhập doanh nghiệp,2.130.557.946,1.615.872.016,+ 514.685.930,"Tăng 31,85%",,2130557946.0,1615872016.0,,
