row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2025,Tại ngày 01/01/2025,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2025,numeric__Tại ngày 01/01/2025
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,15.282.594.062.880,14.151.161.724.246,200.0,,15282594062880.0,14151161724246.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,144.415.164.132,125.965.106.976,210.0,,144415164132.0,125965106976.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,74.540.000,74.540.000,211.0,,74540000.0,74540000.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,200.000.000,200.000.000,212.0,,200000000.0,200000000.0
3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,216,4.5,150.691.242.532,132.241.185.376,216.0,45.0,150691242532.0,132241185376.0
4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,219,4.6,(6.550.618.400),(6.550.618.400),219.0,46.0,-6550618400.0,-6550618400.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,4.282.171.915.566,4.454.199.509.626,220.0,,4282171915566.0,4454199509626.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.8,3.936.090.672.081,4.098.097.016.472,221.0,48.0,3936090672081.0,4098097016472.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,9.985.920.355.203,9.711.536.082.716,222.0,,9985920355203.0,9711536082716.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(6.049.829.683.122),(5.613.439.066.244),223.0,,-6049829683122.0,-5613439066244.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.9,346.081.243.485,356.102.493.154,227.0,49.0,346081243485.0,356102493154.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,517.473.159.135,516.853.838.162,228.0,,517473159135.0,516853838162.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(171.391.915.650),(160.751.345.008),229.0,,-171391915650.0,-160751345008.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.10,3.419.708.249.838,3.034.570.156.068,230.0,410.0,3419708249838.0,3034570156068.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,5.500.820.099.781,4.798.629.336.929,231.0,,5500820099781.0,4798629336929.0
2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(2.081.111.849.943),(1.764.059.180.861),232.0,,-2081111849943.0,-1764059180861.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,5.362.755.514.091,4.634.768.192.882,240.0,,5362755514091.0,4634768192882.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,4.11,5.362.755.514.091,4.634.768.192.882,242.0,411.0,5362755514091.0,4634768192882.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,959.571.332.695,853.010.698.941,250.0,,959571332695.0,853010698941.0
1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,252,4.2,832.998.248.327,697.103.368.846,252.0,42.0,832998248327.0,697103368846.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,4.2,219.948.164.350,219.948.164.350,253.0,42.0,219948164350.0,219948164350.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,4.2,(93.933.579.982),(84.040.834.255),254.0,42.0,-93933579982.0,-84040834255.0
4. Đầu tư nằm giữ đến ngày đáo hạn,4. Đầu tư nằm giữ đến ngày đáo hạn,4. Đầu tư nằm giữ đến ngày đáo hạn,255,,558.500.000,20.000.000.000,255.0,,558500000.0,20000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,1.113.971.886.558,1.048.648.059.753,260.0,,1113971886558.0,1048648059753.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,4.12,1.044.319.707.244,964.031.115.642,261.0,412.0,1044319707244.0,964031115642.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,5.9,69.652.179.314,84.616.944.111,262.0,59.0,69652179314.0,84616944111.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,22.299.656.283.114,21.104.200.132.970,270.0,,22299656283114.0,21104200132970.0
