row_label_raw,row_label_full,col_0,Tại ngày 31/12/2025VND,Tại ngày 31/12/2025VND_1,Tại ngày 31/12/2025VND_2,Tại ngày 01/01/2025VND,Tại ngày 01/01/2025VND_1,Tại ngày 01/01/2025VND_2,numeric__Tại ngày 31/12/2025VND,numeric__Tại ngày 31/12/2025VND_1,numeric__Tại ngày 31/12/2025VND_2,numeric__Tại ngày 01/01/2025VND,numeric__Tại ngày 01/01/2025VND_1,numeric__Tại ngày 01/01/2025VND_2
,,,Tỷ lệlợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,Tỷ lệlợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,,,,,,
Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,,,,,,
Công ty Cổ phần Sonadezi Giang Điền,Đầu tư vào công ty liên kết: > Công ty Cổ phần Sonadezi Giang Điền,Công ty Cổ phần Sonadezi Giang Điền,"46,45%",255.000.000.000,490.528.907.862,"46,45%",255.000.000.000,421.599.165.247,0.4645,255000000000.0,490528907862.0,0.4645,255000000000.0,421599165247.0
Công ty Cổ phần Đầu tư Quốc lộ 91,Công ty Cổ phần Đầu tư Quốc lộ 91,Công ty Cổ phần Đầu tư Quốc lộ 91,,,,,,,,,,,,
Cần Thơ - An Giang,Công ty Cổ phần Đầu tư Quốc lộ 91 > Cần Thơ - An Giang,Cần Thơ - An Giang,"39,72%",112.000.000.000,72.878.418.091,"39,72%",112.000.000.000,75.056.094.856,0.3972,112000000000.0,72878418091.0,0.3972,112000000000.0,75056094856.0
Công ty Cổ phần BOT 319 Cường Thuận CTI,Công ty Cổ phần Đầu tư Quốc lộ 91 > Công ty Cổ phần BOT 319 Cường Thuận CTI,Công ty Cổ phần BOT 319 Cường Thuận CTI,"19,58%",60.750.000.000,60.291.877.664,"19,58%",60.750.000.000,48.043.438.678,0.19579999999999997,60750000000.0,60291877664.0,0.19579999999999997,60750000000.0,48043438678.0
Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai (*),Công ty Cổ phần Đầu tư Quốc lộ 91 > Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai (*),Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai (*),"35,99%",53.838.407.700,45.603.989.835,,-,-,0.3599,53838407700.0,45603989835.0,,,
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Công ty Cổ phần Đầu tư Quốc lộ 91 > Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"40,00%",33.436.575.595,39.173.219.120,"40,00%",33.436.575.595,38.263.398.655,0.4,33436575595.0,39173219120.0,0.4,33436575595.0,38263398655.0
Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Đầu tư Quốc lộ 91 > Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Kinh doanh nhà Đồng Nai,"36,00%",21.578.551.008,53.100.597.155,"36,00%",21.578.551.008,42.871.751.240,0.36,21578551008.0,53100597155.0,0.36,21578551008.0,42871751240.0
Công ty Cổ phần Dịch vụ C้าง Đồng Nai,Công ty Cổ phần Đầu tư Quốc lộ 91 > Công ty Cổ phần Dịch vụ C้าง Đồng Nai,Công ty Cổ phần Dịch vụ C้าง Đồng Nai,"22,95%",13.500.000.000,15.304.181.929,"22,95%",13.500.000.000,14.959.528.123,0.22949999999999998,13500000000.0,15304181929.0,0.22949999999999998,13500000000.0,14959528123.0
Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Đầu tư Quốc lộ 91 > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,"30,01%",10.295.294.400,20.049.261.597,"30,01%",10.295.294.400,20.084.135.661,0.30010000000000003,10295294400.0,20049261597.0,0.30010000000000003,10295294400.0,20084135661.0
Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Đầu tư Quốc lộ 91 > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,"40,00%",9.432.951.811,9.840.682.230,"40,00%",9.432.951.811,10.302.648.349,0.4,9432951811.0,9840682230.0,0.4,9432951811.0,10302648349.0
Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Công ty Cổ phần Đầu tư Quốc lộ 91 > Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,"23,04%",7.800.368.003,19.977.705.882,"23,04%",7.800.368.003,19.672.049.566,0.2304,7800368003.0,19977705882.0,0.2304,7800368003.0,19672049566.0
Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Đầu tư Quốc lộ 91 > Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Cảng Long Thành,"15,30%",1.665.000.000,6.249.406.962,"15,30%",1.665.000.000,6.251.158.471,0.153,1665000000.0,6249406962.0,0.153,1665000000.0,6251158471.0
Cộng,Công ty Cổ phần Đầu tư Quốc lộ 91 > Cộng,Cộng,,579.297.148.517,832.998.248.327,,525.458.740.817,697.103.368.846,,579297148517.0,832998248327.0,,525458740817.0,697103368846.0
