row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND,numeric__2024Triệu VND,numeric__2023Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,
Dịch vụ thanh toán,Thu nhập từ hoạt động dịch vụ > Dịch vụ thanh toán,Dịch vụ thanh toán,307.513,1.097.222,307513.0,1097222.0
Thu phí cam kết rút vốn,Thu nhập từ hoạt động dịch vụ > Thu phí cam kết rút vốn,Thu phí cam kết rút vốn,191.221,143.475,191221.0,143475.0
Thu phí tất toán trước hạn khoản vay,Thu nhập từ hoạt động dịch vụ > Thu phí tất toán trước hạn khoản vay,Thu phí tất toán trước hạn khoản vay,127.638,128.755,127638.0,128755.0
Dịch vụ bảo hiểm,Thu nhập từ hoạt động dịch vụ > Dịch vụ bảo hiểm,Dịch vụ bảo hiểm,121.831,160.454,121831.0,160454.0
Dịch vụ tư vấn,Thu nhập từ hoạt động dịch vụ > Dịch vụ tư vấn,Dịch vụ tư vấn,27.859,22.541,27859.0,22541.0
Dịch vụ ngân quỹ,Thu nhập từ hoạt động dịch vụ > Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,1.176,1.742,1176.0,1742.0
Dịch vụ ủy thác và đại lý,Thu nhập từ hoạt động dịch vụ > Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,70,196,70.0,196.0
Dịch vụ khác,Thu nhập từ hoạt động dịch vụ > Dịch vụ khác,Dịch vụ khác,71.945,42.184,71945.0,42184.0
,,,849.253,1.596.569,849253.0,1596569.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,
Dịch vụ thanh toán,Chi phí hoạt động dịch vụ > Dịch vụ thanh toán,Dịch vụ thanh toán,(234.326),(728.366),-234326.0,-728366.0
Chi phí bưu điện và mạng viễn thông,Chi phí hoạt động dịch vụ > Chi phí bưu điện và mạng viễn thông,Chi phí bưu điện và mạng viễn thông,(38.596),(34.518),-38596.0,-34518.0
Dịch vụ ủy thác và đại lý,Chi phí hoạt động dịch vụ > Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,(15.655),(24.156),-15655.0,-24156.0
Dịch vụ ngân quỹ,Chi phí hoạt động dịch vụ > Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,(17.386),(21.094),-17386.0,-21094.0
Chi phí hoa hồng môi giới,Chi phí hoạt động dịch vụ > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(4.884),(9.562),-4884.0,-9562.0
Dịch vụ tư vấn,Chi phí hoạt động dịch vụ > Dịch vụ tư vấn,Dịch vụ tư vấn,(3.436),(4.692),-3436.0,-4692.0
Dịch vụ khác,Chi phí hoạt động dịch vụ > Dịch vụ khác,Dịch vụ khác,(6.506),(10.558),-6506.0,-10558.0
,,,(320.789),(832.946),-320789.0,-832946.0
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,528.464,763.623,528464.0,763623.0
