row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
• Trái phiếu Chính phủ,Chứng khoán nợ > • Trái phiếu Chính phủ,• Trái phiếu Chính phủ,9.358.210,8.988.566,9358210.0,8988566.0
• Trái phiếu do các TCTD khác trong nước phát hành,Chứng khoán nợ > • Trái phiếu do các TCTD khác trong nước phát hành,• Trái phiếu do các TCTD khác trong nước phát hành,3.435.721,3.559.950,3435721.0,3559950.0
• Trái phiếu do các tổ chức kinh tế trong nước phát hành,Chứng khoán nợ > • Trái phiếu do các tổ chức kinh tế trong nước phát hành,• Trái phiếu do các tổ chức kinh tế trong nước phát hành,4.970.891,2.821.753,4970891.0,2821753.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,
• Cổ phiếu do các tổ chức kinh tế trong nước phát hành– chưa niêm yết,Chứng khoán vốn > • Cổ phiếu do các tổ chức kinh tế trong nước phát hành– chưa niêm yết,• Cổ phiếu do các tổ chức kinh tế trong nước phát hành– chưa niêm yết,2.400,2.400,2400.0,2400.0
,,,17.767.222,15.372.669,17767222.0,15372669.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán (i),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán (i),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán (i),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán (i),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán (i),,
• Dự phòng chung,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán (i) > • Dự phòng chung,• Dự phòng chung,(37.282),(21.166),-37282.0,-21166.0
• Dự phòng giảm giá chứng khoán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán (i) > • Dự phòng giảm giá chứng khoán,• Dự phòng giảm giá chứng khoán,(2.725),(4.600),-2725.0,-4600.0
,,,(40.007),(25.766),-40007.0,-25766.0
,,,17.727.215,15.346.903,17727215.0,15346903.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
• Trái phiếu do các tổ chức kinh tế trong nước phát hành,Chứng khoán nợ > • Trái phiếu do các tổ chức kinh tế trong nước phát hành,• Trái phiếu do các tổ chức kinh tế trong nước phát hành,150.000,554.110,150000.0,554110.0
Dự phòng rủi ro chứng khoán giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành) (ii),Dự phòng rủi ro chứng khoán giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành) (ii),Dự phòng rủi ro chứng khoán giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành) (ii),Dự phòng rủi ro chứng khoán giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành) (ii),Dự phòng rủi ro chứng khoán giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành) (ii),,
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
• Dự phòng chung,Trong đó > • Dự phòng chung,• Dự phòng chung,-,(4.156),,-4156.0
• Dự phòng giảm giá chứng khoán,Trong đó > • Dự phòng giảm giá chứng khoán,• Dự phòng giảm giá chứng khoán,(150.000),(30.000),-150000.0,-30000.0
,,,(150.000),(34.156),-150000.0,-34156.0
,,,-,519.954,,519954.0
