row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",64.120.920,71.323.752,64120920.0,71323752.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,12.809.200,13.381.457,12809200.0,13381457.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,7.956.338,8.552.399,7956338.0,8552399.0
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,2.036.551,1.567.606,2036551.0,1567606.0
Công ty Cổ phần Nhà nước,Công ty Cổ phần Nhà nước,Công ty Cổ phần Nhà nước,1.427.562,1.308.269,1427562.0,1308269.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.096.627,1.284.898,1096627.0,1284898.0
Công ty TNHH 1 thành viên đo nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên đo nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên đo nhà nước sở hữu 100% vốn điều lệ,755.172,587.274,755172.0,587274.0
"Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội",205.353,218.447,205353.0,218447.0
Công ty TNHH 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chỉ phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chỉ phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chỉ phối,148.128,263.534,148128.0,263534.0
Hợp tác xã và liên hợp tác xã,Hợp tác xã và liên hợp tác xã,Hợp tác xã và liên hợp tác xã,27.464,30.954,27464.0,30954.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,9.710,246.327,9710.0,246327.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,37,12.564,37.0,12564.0
Khác,Khác,Khác,136.525,1.276.578,136525.0,1276578.0
,,,90.729.587,100.054.059,90729587.0,100054059.0
