row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND,numeric__2024Triệu VND,numeric__2023Triệu VND
1. Chi phí cho nhân viên,1. Chi phí cho nhân viên,1. Chi phí cho nhân viên,1.193.892,1.235.251,1193892.0,1235251.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
• Chi lương và phụ cấp,Trong đó: > • Chi lương và phụ cấp,• Chi lương và phụ cấp,1.058.784,1.096.544,1058784.0,1096544.0
• Các khoản chi đóng góp theo lương,Trong đó: > • Các khoản chi đóng góp theo lương,• Các khoản chi đóng góp theo lương,86.138,89.525,86138.0,89525.0
• Chi ăn ca,Trong đó: > • Chi ăn ca,• Chi ăn ca,33.987,35.828,33987.0,35828.0
• Chi trợ cấp,Trong đó: > • Chi trợ cấp,• Chi trợ cấp,14.983,13.354,14983.0,13354.0
2. Chi về tài sản,Trong đó: > 2. Chi về tài sản,2. Chi về tài sản,595.922,571.906,595922.0,571906.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
• Chi thuê văn phòng và tài sản,Trong đó: > • Chi thuê văn phòng và tài sản,• Chi thuê văn phòng và tài sản,339.577,299.174,339577.0,299174.0
• Khấu hao và hao mòn tài sản cố định,Trong đó: > • Khấu hao và hao mòn tài sản cố định,• Khấu hao và hao mòn tài sản cố định,105.137,93.958,105137.0,93958.0
• Bảo dưỡng và sửa chữa tài sản,Trong đó: > • Bảo dưỡng và sửa chữa tài sản,• Bảo dưỡng và sửa chữa tài sản,117.803,128.812,117803.0,128812.0
"• Chi về tài sản và công cụ, dụng cụ","Trong đó: > • Chi về tài sản và công cụ, dụng cụ","• Chi về tài sản và công cụ, dụng cụ",21.979,38.417,21979.0,38417.0
• Chi mua bảo hiểm tài sản,Trong đó: > • Chi mua bảo hiểm tài sản,• Chi mua bảo hiểm tài sản,11.426,11.545,11426.0,11545.0
3. Các khoản chi phí hoạt động khác,Trong đó: > 3. Các khoản chi phí hoạt động khác,3. Các khoản chi phí hoạt động khác,601.016,493.053,601016.0,493053.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
• Chi thuê chuyên gia trong và ngoài nước,Trong đó: > • Chi thuê chuyên gia trong và ngoài nước,• Chi thuê chuyên gia trong và ngoài nước,148.270,-,148270.0,
"• Chi phí hội nghị, lễ tân, khách tiết","Trong đó: > • Chi phí hội nghị, lễ tân, khách tiết","• Chi phí hội nghị, lễ tân, khách tiết",109.782,126.002,109782.0,126002.0
• Chi nộp phí bảo hiểm tiền gửi của khách hàng,Trong đó: > • Chi nộp phí bảo hiểm tiền gửi của khách hàng,• Chi nộp phí bảo hiểm tiền gửi của khách hàng,94.408,85.961,94408.0,85961.0
"• Chi phí điện, nước, vệ sinh","Trong đó: > • Chi phí điện, nước, vệ sinh","• Chi phí điện, nước, vệ sinh",40.413,40.154,40413.0,40154.0
• Trích lập dự phòng rủi ro cho các tài sản Có nội bảng khác(Thuyết minh 16(viii)),Trong đó: > • Trích lập dự phòng rủi ro cho các tài sản Có nội bảng khác(Thuyết minh 16(viii)),• Trích lập dự phòng rủi ro cho các tài sản Có nội bảng khác(Thuyết minh 16(viii)),15.426,27.184,15426.0,27184.0
"• Chi xuất bản tài liệu, quảng cáo","Trong đó: > • Chi xuất bản tài liệu, quảng cáo","• Chi xuất bản tài liệu, quảng cáo",33.565,62.792,33565.0,62792.0
• Chi phí đào tạo,Trong đó: > • Chi phí đào tạo,• Chi phí đào tạo,14.233,3.282,14233.0,3282.0
• Chi phí in ấn,Trong đó: > • Chi phí in ấn,• Chi phí in ấn,14.180,15.799,14180.0,15799.0
• Công tác phí,Trong đó: > • Công tác phí,• Công tác phí,14.541,12.608,14541.0,12608.0
"• Chi phí nghiên cứu và ứng dụng khoa học công nghệ,sáng kiến, cải tiến","Trong đó: > • Chi phí nghiên cứu và ứng dụng khoa học công nghệ,sáng kiến, cải tiến","• Chi phí nghiên cứu và ứng dụng khoa học công nghệ,sáng kiến, cải tiến",-,7.441,,7441.0
• Chi bưu phí và điện thoại,Trong đó: > • Chi bưu phí và điện thoại,• Chi bưu phí và điện thoại,6.930,8.403,6930.0,8403.0
"• Chi nộp thuế và các khoản phí, lệ phi","Trong đó: > • Chi nộp thuế và các khoản phí, lệ phi","• Chi nộp thuế và các khoản phí, lệ phi",2.076,5.656,2076.0,5656.0
"• Chi phí thanh tra, kiểm tra hoạt động tổ chức tin dụng","Trong đó: > • Chi phí thanh tra, kiểm tra hoạt động tổ chức tin dụng","• Chi phí thanh tra, kiểm tra hoạt động tổ chức tin dụng",3.447,1.845,3447.0,1845.0
"• Chi mua tài liệu, sách báo","Trong đó: > • Chi mua tài liệu, sách báo","• Chi mua tài liệu, sách báo",748,-,748.0,
• Các khoản chi phí khác,Trong đó: > • Các khoản chi phí khác,• Các khoản chi phí khác,102.997,95.926,102997.0,95926.0
,,,2.390.830,2.300.210,2390830.0,2300210.0
