row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt,5,315.917,503.043,,5.0,315917.0,503043.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,2.669.746,3.167.848,,6.0,2669746.0,3167848.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,7,44.326.927,36.270.128,,7.0,44326927.0,36270128.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,43.877.294,36.270.128,,,43877294.0,36270128.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,449.633,-,,,449633.0,
IV,A > IV,IV,Chứng khoán kinh doanh,8,-,782.693,,8.0,,782693.0
1,A > 1,1,Chứng khoán kinh doanh,,-,782.693,,,,782693.0
VI,A > VI,VI,Cho vay khách hàng,,97.032.286,96.781.614,,,97032286.0,96781614.0
1,A > 1,1,Cho vay khách hàng,9,98.738.176,98.107.189,,9.0,98738176.0,98107189.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(1.705.890),(1.325.575),,10.0,-1705890.0,-1325575.0
VII,A > VII,VII,Hoạt động mua nợ,11,6.193.062,957.762,,11.0,6193062.0,957762.0
1,A > 1,1,Mua nợ,,6.239.861,965.000,,,6239861.0,965000.0
2,A > 2,2,Dự phòng rủi ro hoạt động mua nợ,,(46.799),(7.238),,,-46799.0,-7238.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,12,20.922.414,18.399.913,,12.0,20922414.0,18399913.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,17.767.222,15.372.669,,,17767222.0,15372669.0
2,A > 2,2,Chứng khoán đầu tư nắm giữ đến ngày đáo hạn,,4.173.443,3.275.068,,,4173443.0,3275068.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(1.018.251),(247.824),,,-1018251.0,-247824.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",13,318.791,318.791,,13.0,318791.0,318791.0
1,A > 1,1,Đầu tư vào công ty con,,260.000,260.000,,,260000.0,260000.0
4,A > 4,4,Đầu tư dài hạn khác,,58.791,58.791,,,58791.0,58791.0
X,A > X,X,Tài sản cố định,,1.067.014,1.084.164,,,1067014.0,1084164.0
1,A > 1,1,Tài sản cố định hữu hình,14,585.367,561.495,,14.0,585367.0,561495.0
a,A > a,a,Nguyên giá,,1.334.260,1.273.224,,,1334260.0,1273224.0
b,A > b,b,Giá trị hao mòn lũy kế,,(748.893),(711.729),,,-748893.0,-711729.0
3,A > 3,3,Tài sản cố định vô hình,15,481.647,522.669,,15.0,481647.0,522669.0
a,A > a,a,Nguyên giá,,869.013,869.407,,,869013.0,869407.0
b,A > b,b,Giá trị hao mòn lũy kế,,(387.366),(346.738),,,-387366.0,-346738.0
XII,A > XII,XII,Tài sản Có khác,16,3.773.257,3.711.407,,16.0,3773257.0,3711407.0
1,A > 1,1,Các khoản phải thu,,1.926.384,1.466.710,,,1926384.0,1466710.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,994.079,1.450.520,,,994079.0,1450520.0
3,A > 3,3,Tài sản thuế thu nhập doanh nghiệp hoãn lại,,11.058,-,,,11058.0,
4,A > 4,4,Tài sản Có khác,,1.046.661,983.641,,,1046661.0,983641.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(204.925),(189.464),,,-204925.0,-189464.0
,,,TỔNG TÀI SẢN,,176.619.414,161.977.363,,,176619414.0,161977363.0
