row_label_raw,row_label_full,col_0,2024Triện VND,2023Triệu VND,numeric__2024Triện VND,numeric__2023Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,7.238,7.875,7238.0,7875.0
Trích lập/(hoàn nhập) dự phòng trong năm (Thuyết minh 34),Trích lập/(hoàn nhập) dự phòng trong năm (Thuyết minh 34),Trích lập/(hoàn nhập) dự phòng trong năm (Thuyết minh 34),39.561,(637),39561.0,-637.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,46.799,7.238,46799.0,7238.0
