row_label_raw,row_label_full,col_0,01/01/2018,01/01/2018_1,Trong kỳ,Trong kỳ_1,31/12/2018,31/12/2018_1,numeric__01/01/2018,numeric__01/01/2018_1,numeric__Trong kỳ,numeric__Trong kỳ_1,numeric__31/12/2018,numeric__31/12/2018_1
,,,Phải thu,Phải nộp,Số phải nộp,Số đã thực nộp,Phải thu,Phải nộp,,,,,,
Thuế GTGT,Thuế GTGT,Thuế GTGT,3.824.374.505,30.005.907.197,69.822.260.362,85.973.536.860,4.766.409.576,14.796.665.770,3824374505.0,30005907197.0,69822260362.0,85973536860.0,4766409576.0,14796665770.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,34.702.263.380,37.918.123.604,37.190.304.482,,35.430.082.502,,34702263380.0,37918123604.0,37190304482.0,,35430082502.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.349.615.426,4.078.888.904,3.208.544.933,6.069.013.607,4.589.726.011,3.458.530.815,2349615426.0,4078888904.0,3208544933.0,6069013607.0,4589726011.0,3458530815.0
"Các khoản phí, lệ phí, thuế khác","Các khoản phí, lệ phí, thuế khác","Các khoản phí, lệ phí, thuế khác",420.221.208,,14.420.590,14.420.590,420.221.208,,420221208.0,,14420590.0,14420590.0,420221208.0,
Cộng,Cộng,Cộng,6.594.211.139,68.787.059.481,110.963.349.489,129.247.275.539,9.776.356.795,53.685.279.087,6594211139.0,68787059481.0,110963349489.0,129247275539.0,9776356795.0,53685279087.0
