row_label_raw,row_label_full,col_0,Gía trị,Dự phòng,Gía trị_1,Dự phòng_1,numeric__Gía trị,numeric__Dự phòng,numeric__Gía trị_1,numeric__Dự phòng_1
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,229.462.606.610,,271.087.649.592,,229462606610.0,,271087649592.0,
Tạm ứng,Tạm ứng,Tạm ứng,125.489.023.146,,114.435.335.508,,125489023146.0,,114435335508.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",568.000.000,,568.000.000,,568000000.0,,568000000.0,
Phái thu khác,Phái thu khác,Phái thu khác,103.405.583.464,,156.084.314.084,,103405583464.0,,156084314084.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,2.134.127.000,,3.640.127.000,,2134127000.0,,3640127000.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",2.134.127.000,,3.640.127.000,,2134127000.0,,3640127000.0,
Cộng,Cộng,Cộng,231.596.733.610,,274.727.776.592,,231596733610.0,,274727776592.0,
