row_label_raw,row_label_full,col_0,Nam hely,Nam Rhoe,numeric__Nam hely,numeric__Nam Rhoe
Thu từ thanh lý tài sản,Thu từ thanh lý tài sản,Thu từ thanh lý tài sản,4.363.523.618,225.234.909,4363523618.0,225234909.0
Tiền phạt thu được,Tiền phạt thu được,Tiền phạt thu được,2.747.588.550,3.844.852.009,2747588550.0,3844852009.0
Các khoản khác,Các khoản khác,Các khoản khác,167.420.148,294.982.192,167420148.0,294982192.0
Cộng,Cộng,Cộng,7.278.532.316,4.365.069.110,7278532316.0,4365069110.0
