row_label_raw,row_label_full,b) Vay dài hạn > Trên 1 năm đến 5 năm,31/12/2018 > Giá trị > 403.658.203.429,31/12/2018 > Số có khả năng trả nơ > 403.658.203.429,Trong kỳ > Tăng > 367.243.918.716,Trong kỳ > Giám > 463.481.076.512,01/01/2018 > Giá trị > 499.895.361.225,01/01/2018 > Số có khả năng trả nơ > 499.895.361.225,numeric__31/12/2018 > Giá trị > 403.658.203.429,numeric__31/12/2018 > Số có khả năng trả nơ > 403.658.203.429,numeric__Trong kỳ > Tăng > 367.243.918.716,numeric__Trong kỳ > Giám > 463.481.076.512,numeric__01/01/2018 > Giá trị > 499.895.361.225,numeric__01/01/2018 > Số có khả năng trả nơ > 499.895.361.225
- Ngân hàng À Châu An Giang,- Ngân hàng À Châu An Giang,- Ngân hàng À Châu An Giang,,,,38.474.514.800,38.474.514.800,38.474.514.800,,,,38474514800.0,38474514800.0,38474514800.0
- Ngân hàng TMCP Bản Việt An Giang,- Ngân hàng TMCP Bản Việt An Giang,- Ngân hàng TMCP Bản Việt An Giang,,,,3.125.000.000,3.125.000.000,3.125.000.000,,,,3125000000.0,3125000000.0,3125000000.0
- Ngân hàng TMCP Liên Việt An Giang,- Ngân hàng TMCP Liên Việt An Giang,- Ngân hàng TMCP Liên Việt An Giang,27.044.250.000,27.044.250.000,,24.986.300.000,52.030.550.000,52.030.550.000,27044250000.0,27044250000.0,,24986300000.0,52030550000.0,52030550000.0
- Ngân hàng Ngoại thương An Giang,- Ngân hàng Ngoại thương An Giang,- Ngân hàng Ngoại thương An Giang,13.585.130.000,13.585.130.000,,18.414.870.000,32.000.000.000,32.000.000.000,13585130000.0,13585130000.0,,18414870000.0,32000000000.0,32000000000.0
- Ngân hàng TMCP Quốc Dân An Giang,- Ngân hàng TMCP Quốc Dân An Giang,- Ngân hàng TMCP Quốc Dân An Giang,15.271.000.000,15.271.000.000,,4.250.000.000,19.521.000.000,19.521.000.000,15271000000.0,15271000000.0,,4250000000.0,19521000000.0,19521000000.0
- Ngân hàng TMCP Tiên Phong An Giang,- Ngân hàng TMCP Tiên Phong An Giang,- Ngân hàng TMCP Tiên Phong An Giang,72.916.666.671,72.916.666.671,,24.999.999.996,97.916.666.667,97.916.666.667,72916666671.0,72916666671.0,,24999999996.0,97916666667.0,97916666667.0
- Ngân hàng LD Việt Nga CN TP HCM,- Ngân hàng LD Việt Nga CN TP HCM,- Ngân hàng LD Việt Nga CN TP HCM,4.996.000.000,4.996.000.000,,3.336.000.000,8.332.000.000,8.332.000.000,4996000000.0,4996000000.0,,3336000000.0,8332000000.0,8332000000.0
- Ngân hàng Đại Chủng CN An Giang,- Ngân hàng Đại Chủng CN An Giang,- Ngân hàng Đại Chủng CN An Giang,32.000.000.000,32.000.000.000,,8.000.000.000,40.000.000.000,40.000.000.000,32000000000.0,32000000000.0,,8000000000.0,40000000000.0,40000000000.0
- Đối tượng khác,- Đối tượng khác,- Đối tượng khác,237.845.156.758,237.845.156.758,367.243.918.716,337.894.391.716,208.495.629.758,208.495.629.758,237845156758.0,237845156758.0,367243918716.0,337894391716.0,208495629758.0,208495629758.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,,,,1.765.130.000,1.765.130.000,1.765.130.000,,,,1765130000.0,1765130000.0,1765130000.0
- Ngân hàng Ngoại thương An Giang,- Ngân hàng Ngoại thương An Giang,- Ngân hàng Ngoại thương An Giang,,,,1.765.130.000,1.765.130.000,1.765.130.000,,,,1765130000.0,1765130000.0,1765130000.0
