row_label_raw,row_label_full,col_0,Nam huy,Nam truc,numeric__Nam huy,numeric__Nam truc
Lãi tiền vay,Lãi tiền vay,Lãi tiền vay,38.387.495.513,59.883.644.074,38387495513.0,59883644074.0
"Chiết khấu thanh toán, lãi bán hàng trả chậm","Chiết khấu thanh toán, lãi bán hàng trả chậm","Chiết khấu thanh toán, lãi bán hàng trả chậm",79.212.552.769,4.598.787.586,79212552769.0,4598787586.0
Dự phòng giảm giá các khoản đầu tư,Dự phòng giảm giá các khoản đầu tư,Dự phòng giảm giá các khoản đầu tư,,11.293.438.566,,11293438566.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(12.758.512.770),,-12758512770.0,
Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,6.090.000,,6090000.0,
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,1.528.943.075,15.280.135,1528943075.0,15280135.0
Cộng,Cộng,Cộng,106.376.568.587,75.791.150.361,106376568587.0,75791150361.0
