row_label_raw,row_label_full,17. 2. Chi tiết vốn góp của chủ sở hữu,31/12/2018,%,01/01/2018,%.,numeric__31/12/2018,numeric__%,numeric__01/01/2018,numeric__%.
Vốn góp của Nhà nước,Vốn góp của Nhà nước,Vốn góp của Nhà nước,,,,,,,,
Vốn góp của các đối tượng khác,Vốn góp của Nhà nước > Vốn góp của các đối tượng khác,Vốn góp của các đối tượng khác,2.419.338.530.000,"100,00%",2.419.338.530.000,"100,00%",2419338530000.0,1.0,2419338530000.0,1.0
Cộng,Vốn góp của Nhà nước > Cộng,Cộng,2.419.338.530.000,"100,00%",2.419.338.530.000,"100,00%",2419338530000.0,1.0,2419338530000.0,1.0
