row_label_raw,row_label_full,col_0,31/12/2018 > Giá gốc,31/12/2018 > Giá trị ghi sô,31/12/2018 > Dư phòng,01/01/2018 > Giá gốc,01/01/2018 > Giá trị ghi sô,01/01/2018 > Dư phòng,numeric__31/12/2018 > Giá gốc,numeric__31/12/2018 > Giá trị ghi sô,numeric__31/12/2018 > Dư phòng,numeric__01/01/2018 > Giá gốc,numeric__01/01/2018 > Giá trị ghi sô,numeric__01/01/2018 > Dư phòng
(1) Ngân hạn,(1) Ngân hạn,(1) Ngân hạn,497.600.000.000,497.600.000.000,,249.039.724.107,249.039.724.107,,497600000000.0,497600000000.0,,249039724107.0,249039724107.0,
+ Tiền gửi có kỳ hạn,+ Tiền gửi có kỳ hạn,+ Tiền gửi có kỳ hạn,497.600.000.000,497.600.000.000,,249.039.724.107,249.039.724.107,,497600000000.0,497600000000.0,,249039724107.0,249039724107.0,
(2) Dài hạn,(2) Dài hạn,(2) Dài hạn,5.110.000.000,5.110.000.000,,5.110.000.000,5.110.000.000,,5110000000.0,5110000000.0,,5110000000.0,5110000000.0,
+ Tiền gửi có kỳ hạn,+ Tiền gửi có kỳ hạn,+ Tiền gửi có kỳ hạn,5.110.000.000,5.110.000.000,,5.110.000.000,5.110.000.000,,5110000000.0,5110000000.0,,5110000000.0,5110000000.0,
Cộng,Cộng,Cộng,502.710.000.000,502.710.000.000,,254.149.724.107,254.149.724.107,,502710000000.0,502710000000.0,,254149724107.0,254149724107.0,
(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,31/12/2018,31/12/2018,31/12/2018,01/01/2018,01/01/2018,01/01/2018,,,,,,
(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác,Giá gốc,Giá hợp lý,Dư phòng,Giá gốc,Giá hợp lý,Dư phòng,,,,,,
Đầu tư vào công ty con,(c) Đầu tư góp vốn vào đơn vị khác > Đầu tư vào công ty con,Đầu tư vào công ty con,1.546.298.873.712,747.528.171.720,(4.055.782.732),753.690.409.800,,(17.239.392.390),1546298873712.0,747528171720.0,-4055782732.0,753690409800.0,,-17239392390.0
+ Công ty TNHH Dũng Thịnh Phát (*),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH Dũng Thịnh Phát (*),+ Công ty TNHH Dũng Thịnh Phát (*),33.000.000.000,,,33.000.000.000,,,33000000000.0,,,33000000000.0,,
+ Công ty CP Du Lịch Đồng Tháp (*),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Du Lịch Đồng Tháp (*),+ Công ty CP Du Lịch Đồng Tháp (*),45.391.109.800,,,45.391.109.800,,,45391109800.0,,,45391109800.0,,
+ Công ty CP Phú Hùng Phú Quốc (*),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Phú Hùng Phú Quốc (*),+ Công ty CP Phú Hùng Phú Quốc (*),,,,335.073.000.000,,(1.362.258.570),,,,335073000000.0,,-1362258570.0
+ Công ty CP ĐT TC & Truyền Thông Quốc Tế (*),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP ĐT TC & Truyền Thông Quốc Tế (*),+ Công ty CP ĐT TC & Truyền Thông Quốc Tế (*),11.510.000.000,,(4.040.121.075),11.510.000.000,,(4.036.396.965),11510000000.0,,-4040121075.0,11510000000.0,,-4036396965.0
+ Công ty CP Nhụt Hồng (*),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Nhụt Hồng (*),+ Công ty CP Nhụt Hồng (*),167.991.740.000,,,167.991.740.000,,,167991740000.0,,,167991740000.0,,
+ Công ty TNHH TM Sao Mai Solar (*),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH TM Sao Mai Solar (*),+ Công ty TNHH TM Sao Mai Solar (*),6.138.450.000,,,6.138.450.000,,,6138450000.0,,,6138450000.0,,
+ Công ty TNHH Sao Mai Super Feed (*),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH Sao Mai Super Feed (*),+ Công ty TNHH Sao Mai Super Feed (*),100.000.000.000,,,19.489.500.000,,,100000000000.0,,,19489500000.0,,
+ Công ty CP Du Lịch An Giang (*),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Du Lịch An Giang (*),+ Công ty CP Du Lịch An Giang (*),161.209.410.000,,,135.096.610.000,,(11.840.736.855),161209410000.0,,,135096610000.0,,-11840736855.0
+ Công ty CP Đầu tư và phát triển Đa Quốc Gia (**),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Đầu tư và phát triển Đa Quốc Gia (**),+ Công ty CP Đầu tư và phát triển Đa Quốc Gia (**),997.398.163.912,727.053.171.720,,,,,997398163912.0,727053171720.0,,,,
+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản (**),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Đầu tư Du lịch và Phát triển Thủy sản (**),+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản (**),15.000.000.000,20.475.000.000,,,,,15000000000.0,20475000000.0,,,,
+ Công ty CP Tư vấn và Đầu tư Tài chính (*); (**),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Tư vấn và Đầu tư Tài chính (*); (**),+ Công ty CP Tư vấn và Đầu tư Tài chính (*); (**),8.660.000.000,,(15.661.657),,,,8660000000.0,,-15661657.0,,,
Đầu tư Công ty liên doanh liên kết,(c) Đầu tư góp vốn vào đơn vị khác > Đầu tư Công ty liên doanh liên kết,Đầu tư Công ty liên doanh liên kết,,,,693.608.460.000,791.944.795.800,,,,,693608460000.0,791944795800.0,
+ Công ty CP Đầu tư và phát triển Đa Quốc Gia (**),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Đầu tư và phát triển Đa Quốc Gia (**),+ Công ty CP Đầu tư và phát triển Đa Quốc Gia (**),,,,693.608.460.000,791.944.795.800,,,,,693608460000.0,791944795800.0,
Đầu tư vào đơn vị khác,(c) Đầu tư góp vốn vào đơn vị khác > Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,2.000.000.000,,(1.920.339.667),25.660.000.000,34.350.000.000,(1.495.242.779),2000000000.0,,-1920339667.0,25660000000.0,34350000000.0,-1495242779.0
+ Công ty CP Tư vấn và Đầu tư Tài chính (*),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Tư vấn và Đầu tư Tài chính (*),+ Công ty CP Tư vấn và Đầu tư Tài chính (*),,,,8.660.000.000,,(26.236.624),,,,8660000000.0,,-26236624.0
+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,,,,15.000.000.000,34.350.000.000,,,,,15000000000.0,34350000000.0,
+ Công ty CP Bống Đá Đồng Tháp (*),(c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Bống Đá Đồng Tháp (*),+ Công ty CP Bống Đá Đồng Tháp (*),2.000.000.000,,(1.920.339.667),2.000.000.000,,(1.469.006.155),2000000000.0,,-1920339667.0,2000000000.0,,-1469006155.0
Cộng,(c) Đầu tư góp vốn vào đơn vị khác > Cộng,Cộng,1.548.298.873.712,747.528.171.720,(5.976.122.399),1.472.958.869.800,826.294.795.800,(18.734.635.169),1548298873712.0,747528171720.0,-5976122399.0,1472958869800.0,826294795800.0,-18734635169.0
