row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,331.819.918.936,,,331.819.918.936,331819918936.0,,,331819918936.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,531.573.465.824,,,531.573.465.824,531573465824.0,,,531573465824.0
Vay và nợ,Vay và nợ,Vay và nợ,783.977.245.711,403.658.203.429,,1.187.635.449.140,783977245711.0,403658203429.0,,1187635449140.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,34.851.311.758,,,34.851.311.758,34851311758.0,,,34851311758.0
Cộng,Cộng,Cộng,1.695.615.787.500,403.658.203.429,,2.085.880.145.658,1695615787500.0,403658203429.0,,2085880145658.0
