row_label_raw,row_label_full,col_0,Vissan VND,Thuận Phát VND,Abattoir VND,Donatraco VND,Tổng VND,numeric__Vissan VND,numeric__Thuận Phát VND,numeric__Abattoir VND,numeric__Donatraco VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.135.490.172.000,7.892.717.573,6.752.136.597,10.701.584.609,2.160.836.610.779,2135490172000.0,7892717573.0,6752136597.0,10701584609.0,2160836610779.0
Phần lãi/(lỗ) phát sinh sau ngày mua được chia từ các công ty liên kết,Phần lãi/(lỗ) phát sinh sau ngày mua được chia từ các công ty liên kết,Phần lãi/(lỗ) phát sinh sau ngày mua được chia từ các công ty liên kết,10.090.013.000,(2.967.600.247),456.753.104,2.111.418.004,9.690.583.861,10090013000.0,-2967600247.0,456753104.0,2111418004.0,9690583861.0
Cổ tức,Cổ tức,Cổ tức,(10.090.013.000),-,(500.000.000),-,(10.590.013.000),-10090013000.0,,-500000000.0,,-10590013000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.135.490.172.000,4.925.117.326,6.708.889.701,12.813.002.613,2.159.937.181.640,2135490172000.0,4925117326.0,6708889701.0,12813002613.0,2159937181640.0
