row_label_raw,row_label_full,Số cổ phiếu phổ thông đã phát hành đầu năm,2019 > 216.218.299,2018(điều chỉnh lại) > 216.218.299,2018(như được trìnhbảy trước đây) > 216.218.299,numeric__2019 > 216.218.299,numeric__2018(điều chỉnh lại) > 216.218.299,numeric__2018(như được trìnhbảy trước đây) > 216.218.299
Ảnh hưởng của số cổ phiếu đã phát hành cổ phiếu từ nguồn thăng dư vốn cổ phần,Ảnh hưởng của số cổ phiếu đã phát hành cổ phiếu từ nguồn thăng dư vốn cổ phần,Ảnh hưởng của số cổ phiếu đã phát hành cổ phiếu từ nguồn thăng dư vốn cổ phần,108.109.148,108.109.148,-,108109148.0,108109148.0,
Số lượng cổ phiếu phổ thông bình quân gia quyền,Số lượng cổ phiếu phổ thông bình quân gia quyền,Số lượng cổ phiếu phổ thông bình quân gia quyền,324.327.447,324.327.447,216.218.299,324327447.0,324327447.0,216218299.0
