row_label_raw,row_label_full,col_0,1/1/2019 > Giá trị ghi số VND,1/1/2019 > Số có khả năng trả nợ VND,Biến động trong năm > Vay VND,Biến động trong năm > Hoàn trả VND,31/12/2019 > Giá trị ghi số VND,31/12/2019 > Số có khả năng trả nợ VND,numeric__1/1/2019 > Giá trị ghi số VND,numeric__1/1/2019 > Số có khả năng trả nợ VND,numeric__Biến động trong năm > Vay VND,numeric__Biến động trong năm > Hoàn trả VND,numeric__31/12/2019 > Giá trị ghi số VND,numeric__31/12/2019 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,387.199.707.286,387.199.707.286,4.296.843.738.859,(3.349.751.623.048),1.334.291.823.097,1.334.291.823.097,387199707286.0,387199707286.0,4296843738859.0,-3349751623048.0,1334291823097.0,1334291823097.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,68.000.000.000,68.000.000.000,448.466.355.342,(68.000.000.000),448.466.355.342,448.466.355.342,68000000000.0,68000000000.0,448466355342.0,-68000000000.0,448466355342.0,448466355342.0
,,,455.199.707.286,455.199.707.286,4.745.310.094.201,(3.417.751.623.048),1.782.758.178.439,1.782.758.178.439,455199707286.0,455199707286.0,4745310094201.0,-3417751623048.0,1782758178439.0,1782758178439.0
