row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2019 VND,2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2019 VND,numeric__2018 VND
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,01,25,14.574.901.245.099,14.832.735.010.031,1.0,25.0,14574901245099.0,14832735010031.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,25,776.149.958.427,855.880.946.384,2.0,25.0,776149958427.0,855880946384.0
Doanh thu thuần về bán hàng(10 = 01 - 02),Doanh thu thuần về bán hàng(10 = 01 - 02),Doanh thu thuần về bán hàng(10 = 01 - 02),10,25,13.798.751.286.672,13.976.854.063.647,10.0,25.0,13798751286672.0,13976854063647.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,26,11.533.148.211.650,11.879.903.811.268,11.0,26.0,11533148211650.0,11879903811268.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,2.265.603.075.022,2.096.950.252.379,20.0,,2265603075022.0,2096950252379.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,27,76.612.962.663,67.944.590.729,21.0,27.0,76612962663.0,67944590729.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,28,364.166.857.502,310.194.622.049,22.0,28.0,364166857502.0,310194622049.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,284.977.600.614,235.444.066.977,23.0,,284977600614.0,235444066977.0
Phần lãi trong các công ty liên kết,Phần lãi trong các công ty liên kết,Phần lãi trong các công ty liên kết,24,6,9.690.583.861,13.996.334.254,24.0,6.0,9690583861.0,13996334254.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,29,680.705.067.100,774.740.372.223,25.0,29.0,680705067100.0,774740372223.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,30,797.348.195.270,767.719.558.078,26.0,30.0,797348195270.0,767719558078.0
Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,509.686.501.674,326.236.625.012,30.0,,509686501674.0,326236625012.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,31,93.616.762.281,11.911.924.108,31.0,31.0,93616762281.0,11911924108.0
Chi phí khác,Chi phí khác,Chi phí khác,32,32,35.373.594.141,2.255.254.894,32.0,32.0,35373594141.0,2255254894.0
Lợi nhuận khác(40 = 31 - 32),Lợi nhuận khác(40 = 31 - 32),Lợi nhuận khác(40 = 31 - 32),40,,58.243.168.140,9.656.669.214,40.0,,58243168140.0,9656669214.0
Lợi nhuận kế toán trước thuế(50 = 30 + 40),Lợi nhuận kế toán trước thuế(50 = 30 + 40),Lợi nhuận kế toán trước thuế(50 = 30 + 40),50,,567.929.669.814,335.893.294.226,50.0,,567929669814.0,335893294226.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,33,235.735.572.677,115.197.819.341,51.0,33.0,235735572677.0,115197819341.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,33,(37.520.851.914),(11.462.800.259),52.0,33.0,-37520851914.0,-11462800259.0
Lợi nhuận sau thuế TNDN(60 = 50 - 51 - 52)(mang sang trang sau),Lợi nhuận sau thuế TNDN(60 = 50 - 51 - 52)(mang sang trang sau),Lợi nhuận sau thuế TNDN(60 = 50 - 51 - 52)(mang sang trang sau),60,,369.714.949.051,232.158.275.144,60.0,,369714949051.0,232158275144.0
