row_label_raw,row_label_full,col_0,Quyềnsử dụng đấtVND,Phần mềmvi tínhVND,Thương hiệuVND,Mối quan hệkhách hàngVND,Kỹ thuậtVND,TổngVND,numeric__Quyềnsử dụng đấtVND,numeric__Phần mềmvi tínhVND,numeric__Thương hiệuVND,numeric__Mối quan hệkhách hàngVND,numeric__Kỹ thuậtVND,numeric__TổngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,207.411.509.016,58.753.657.416,1.615.000.000.000,2.413.100.000.000,566.000.000.000,4.860.265.166.432,207411509016.0,58753657416.0,1615000000000.0,2413100000000.0,566000000000.0,4860265166432.0
Chuyển từ xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,-,2.810.682.089,-,-,-,2.810.682.089,,2810682089.0,,,,2810682089.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,207.411.509.016,61.564.339.505,1.615.000.000.000,2.413.100.000.000,566.000.000.000,4.863.075.848.521,207411509016.0,61564339505.0,1615000000000.0,2413100000000.0,566000000000.0,4863075848521.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,22.221.764.352,13.360.384.902,320.025.000.009,486.281.249.985,436.350.000.025,1.278.238.399.273,22221764352.0,13360384902.0,320025000009.0,486281249985.0,436350000025.0,1278238399273.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,6.054.612.598,8.989.365.802,80.750.000.000,120.655.000.015,105.299.999.985,321.748.978.400,6054612598.0,8989365802.0,80750000000.0,120655000015.0,105299999985.0,321748978400.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,28.276.376.950,22.349.750.704,400.775.000.009,606.936.250.000,541.650.000.010,1.599.987.377.673,28276376950.0,22349750704.0,400775000009.0,606936250000.0,541650000010.0,1599987377673.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,185.189.744.664,45.393.272.514,1.294.974.999.991,1.926.818.750.015,129.649.999.975,3.582.026.767.159,185189744664.0,45393272514.0,1294974999991.0,1926818750015.0,129649999975.0,3582026767159.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,179.135.132.066,39.214.588.801,1.214.224.999.991,1.806.163.750.000,24.349.999.990,3.263.088.470.848,179135132066.0,39214588801.0,1214224999991.0,1806163750000.0,24349999990.0,3263088470848.0
