row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮUNỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và NHNNVN,19,14.220,19.492,,19.0,14220.0,19492.0
II,B > II,II,"Tiền gửi và vay các TCTD, tổ chức tài chính (“TCTC”) khác",20,56.511.282,50.867.989,,20.0,56511282.0,50867989.0
1,B > 1,1,Tiền gửi của các TCTD khác,,9.371.444,12.144.371,,,9371444.0,12144371.0
2,B > 2,2,"Vay các TCTD, TCTC khác",,47.139.838,38.723.618,,,47139838.0,38723618.0
III,B > III,III,Tiền gửi của khách hàng,21,233.427.953,213.949.568,,21.0,233427953.0,213949568.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,9,139.825,45.670,,9.0,139825.0,45670.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",22,187.156,291.823,,22.0,187156.0,291823.0
VI,B > VI,VI,Phát hành giấy tờ có giá,23,62.845.488,57.599.723,,23.0,62845488.0,57599723.0
VII,B > VII,VII,Các khoản nợ khác,24,13.107.101,12.220.119,,24.0,13107101.0,12220119.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,6.452.780,7.911.819,,,6452780.0,7911819.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,6.654.321,4.308.300,,,6654321.0,4308300.0
,,,TỔNG NỘ PHẢI TRẢ,,366.233.025,334.994.384,,,366233025.0,334994384.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn và các quỹ,27,52.793.502,42.209.742,,27.0,52793502.0,42209742.0
1,B > 1,1,Vốn,,23.466.370,23.296.370,,,23466370.0,23296370.0
a,B > a,a,Vốn điều lệ,28,25.299.680,25.299.680,,28.0,25299680.0,25299680.0
c,B > c,c,Thặng dư vốn cổ phần,,365.727,692.720,,,365727.0,692720.0
d,B > d,d,Cổ phiếu quỹ,,(2.199.037),(2.696.030),,,-2199037.0,-2696030.0
2,B > 2,2,Các quỹ của tổ chức tín dụng,,11.911.768,7.107.405,,,11911768.0,7107405.0
5,B > 5,5,Lợi nhuận chưa phân phối,,17.415.364,11.805.967,,,17415364.0,11805967.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,52.793.502,42.209.742,,,52793502.0,42209742.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,419.026.527,377.204.126,,,419026527.0,377204126.0
