row_label_raw,row_label_full,col_0,Triệu VND,numeric__Triệu VND
Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,1.675.362,1675362.0
Tăng lãi thuần từ hoạt động dịch vụ,Tăng lãi thuần từ hoạt động dịch vụ,Tăng lãi thuần từ hoạt động dịch vụ,564.507,564507.0
Tăng lỗ thuần từ hoạt động kinh doanh ngoại hối,Tăng lỗ thuần từ hoạt động kinh doanh ngoại hối,Tăng lỗ thuần từ hoạt động kinh doanh ngoại hối,(90.328),-90328.0
Giảm lãi thuần từ mua bán chứng khoán kinh doanh,Giảm lãi thuần từ mua bán chứng khoán kinh doanh,Giảm lãi thuần từ mua bán chứng khoán kinh doanh,(58.379),-58379.0
Tăng lãi thuần từ mua bán chứng khoán đầu tư,Tăng lãi thuần từ mua bán chứng khoán đầu tư,Tăng lãi thuần từ mua bán chứng khoán đầu tư,367.572,367572.0
Tăng lãi thuần từ hoạt động khác,Tăng lãi thuần từ hoạt động khác,Tăng lãi thuần từ hoạt động khác,216.496,216496.0
"Tăng thu nhập từ góp vốn, mua cổ phần","Tăng thu nhập từ góp vốn, mua cổ phần","Tăng thu nhập từ góp vốn, mua cổ phần",2.379,2379.0
Giảm chi phí hoạt động,Giảm chi phí hoạt động,Giảm chi phí hoạt động,951.697,951697.0
Tăng chi phí dự phòng rủi ro tín dụng,Tăng chi phí dự phòng rủi ro tín dụng,Tăng chi phí dự phòng rủi ro tín dụng,(934.012),-934012.0
,,,2.695.294,2695294.0
