row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,31/12/2019,31/12/2019_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__31/12/2019,numeric__31/12/2019_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,1.684.444,"0,58",1.922.461,"0,75",1684444.0,0.58,1922461.0,0.75
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,301.867,"0,10",412.867,"0,16",301867.0,0.1,412867.0,0.16
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,152.910,"0,05",27.830,"0,01",152910.0,0.05,27830.0,0.01
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,53.620.556,"18,44",41.273.951,"16,05",53620556.0,18.44,41273951.0,16.05
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối,154.507,"0,05",269.930,"0,10",154507.0,0.05,269930.0,0.1
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,71.371.808,"24,54",61.696.189,"24,00",71371808.0,24.54,61696189.0,24.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,529.038,"0,18",440.954,"0,17",529038.0,0.18,440954.0,0.17
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,316.962,"0,11",114.211,"0,04",316962.0,0.11,114211.0,0.04
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,82.984,"0,03",60.566,"0,02",82984.0,0.03,60566.0,0.02
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",162.599.837,"55,91",150.954.341,"58,70",162599837.0,55.91,150954341.0,58.7
"Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội",-,"0,00",9.808,"0,00",,0.0,9808.0,0.0
Khác,Khác,Khác,1.173,"0,01",851,"0,00",1173.0,0.01,851.0,0.0
,,,290.816.086,100,257.183.959,100,290816086.0,100.0,257183959.0,100.0
