row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,31/12/2019,31/12/2019_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__31/12/2019,numeric__31/12/2019_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,2.915.349,"1,25",2.663.269,"1,24",2915349.0,1.25,2663269.0,1.24
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,1.641.028,"0,70",1.219.309,"0,57",1641028.0,0.7,1219309.0,0.57
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,119.481,"0,05",586.735,"0,27",119481.0,0.05,586735.0,0.27
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,26.591.293,"11,39",30.285.397,"14,16",26591293.0,11.39,30285397.0,14.16
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,4.292.174,"1,84",3.485.615,"1,63",4292174.0,1.84,3485615.0,1.63
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,71.222.321,"30,51",36.824.109,"17,21",71222321.0,30.51,36824109.0,17.21
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,7.499,"0,00",3.567,"0,00",7499.0,0.0,3567.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,33.154,"0,01",49.893,"0,02",33154.0,0.01,49893.0,0.02
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.261.113,"0,54",674.667,"0,32",1261113.0,0.54,674667.0,0.32
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,514.857,"0,22",15.492,"0,01",514857.0,0.22,15492.0,0.01
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",121.299.803,"51,96",134.882.868,"63,05",121299803.0,51.96,134882868.0,63.05
"Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội",3.364.262,"1,44",3.167.201,"1,48",3364262.0,1.44,3167201.0,1.48
Khách hàng khác,Khách hàng khác,Khách hàng khác,165.619,"0,09",91.446,"0,04",165619.0,0.09,91446.0,0.04
,,,233.427.953,100,213.949.568,100,233427953.0,100.0,213949568.0,100.0
