row_label_raw,row_label_full,col_0,2020Triệu VND,2019Triệu VND,numeric__2020Triệu VND,numeric__2019Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",4.170,3.105,4170.0,3105.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,6.699.495,7.327.257,6699495.0,7327257.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,6.068.496,6.475.561,6068496.0,6475561.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,367.073,503.654,367073.0,503654.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,116.172,174.463,116172.0,174463.0
Chi khác,Trong đó: > Chi khác,Chi khác,147.754,173.579,147754.0,173579.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,1.549.971,1.583.073,1549971.0,1583073.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Khấu hao tài sản cố định,Trong đó: > Khấu hao tài sản cố định,Khấu hao tài sản cố định,380.432,373.782,380432.0,373782.0
Chi thuê tài sản khác,Trong đó: > Chi thuê tài sản khác,Chi thuê tài sản khác,738.018,795.468,738018.0,795468.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.306.159,1.628.565,1306159.0,1628565.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi công tác phí,Trong đó: > Chi công tác phí,Chi công tác phí,28.058,62.882,28058.0,62882.0
Chi phí dự phòng rủi ro khác,Trong đó: > Chi phí dự phòng rủi ro khác,Chi phí dự phòng rủi ro khác,(62.829),41.118,-62829.0,41118.0
Chi phí dự phòng đầu tư dài hạn (Thuyết minh 15),Trong đó: > Chi phí dự phòng đầu tư dài hạn (Thuyết minh 15),Chi phí dự phòng đầu tư dài hạn (Thuyết minh 15),(74.156),37.229,-74156.0,37229.0
Chi phí dự phòng nợ phải thu khó đòi (Thuyết minh 18),Trong đó: > Chi phí dự phòng nợ phải thu khó đòi (Thuyết minh 18),Chi phí dự phòng nợ phải thu khó đòi (Thuyết minh 18),11.327,3.889,11327.0,3889.0
Chi phí bảo hiểm tiền gửi của khách hàng,Trong đó: > Chi phí bảo hiểm tiền gửi của khách hàng,Chi phí bảo hiểm tiền gửi của khách hàng,205.015,182.383,205015.0,182383.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,1.690.040,1.578.217,1690040.0,1578217.0
,,,11.392.021,12.343.718,11392021.0,12343718.0
