row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,265.902.470,236.147.780,265902470.0,236147780.0
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,14.989.428,12.238.635,14989428.0,12238635.0
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,6.024.814,5.447.770,6024814.0,5447770.0
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,1.823.719,1.311.426,1823719.0,1311426.0
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,2.075.655,2.038.348,2075655.0,2038348.0
,,,290.816.086,257.183.959,290816086.0,257183959.0
Phân tích dư nợ theo thời hạn cho vay:,Phân tích dư nợ theo thời hạn cho vay:,Phân tích dư nợ theo thời hạn cho vay:,Phân tích dư nợ theo thời hạn cho vay:,Phân tích dư nợ theo thời hạn cho vay:,,
,,,31/12/2020Triệu VND,31/12/2019Triệu VND,,
Nợ ngắn hạn,Phân tích dư nợ theo thời hạn cho vay: > Nợ ngắn hạn,Nợ ngắn hạn,102.019.331,89.235.058,102019331.0,89235058.0
Nợ trung hạn,Phân tích dư nợ theo thời hạn cho vay: > Nợ trung hạn,Nợ trung hạn,126.492.662,110.887.144,126492662.0,110887144.0
Nợ dài hạn,Phân tích dư nợ theo thời hạn cho vay: > Nợ dài hạn,Nợ dài hạn,62.304.093,57.061.757,62304093.0,57061757.0
,,,290.816.086,257.183.959,290816086.0,257183959.0
Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,,
,,,31/12/2020%/năm,31/12/2019%/năm,,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"3,20% - 16,30%","3,00% - 14,50%",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"3,00% - 6,50%","4,00% - 6,50%",,
Cho vay tiêu dùng bằng VND,Cho vay bằng ngoại tệ > Cho vay tiêu dùng bằng VND,Cho vay tiêu dùng bằng VND,"41,46%","43,83%",0.4146,0.43829999999999997
