row_label_raw,row_label_full,col_0,Mối quan hệ,Từ 01/06/2018đến 31/12/2018,Từ 01/01/2018đến 31/05/2018,numeric__Mối quan hệ,numeric__Từ 01/06/2018đến 31/12/2018,numeric__Từ 01/01/2018đến 31/05/2018
,,,Mối quan hệ,VND,VND,,,
Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn Nhà nước,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn Nhà nước,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn Nhà nước,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn Nhà nước,1.238.331.220.837,1.540.601.457.124,,1238331220837.0,1540601457124.0
- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,Công ty con,143.270.760.378,212.664.147.373,,143270760378.0,212664147373.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,3.745.519.467,35.028.950.246,,3745519467.0,35028950246.0
- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,Công ty con,34.082.559.946,37.781.434.288,,34082559946.0,37781434288.0
- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,2.554.410.874,9.557.569.317,,2554410874.0,9557569317.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,28.934.048.540,64.455.079.935,,28934048540.0,64455079935.0
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,-,10.852.691.618,,,10852691618.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,8.177.248.090,30.222.247.038,,8177248090.0,30222247038.0
- Công ty TNHH MTV cao su Krông Buk,- Công ty TNHH MTV cao su Krông Buk,- Công ty TNHH MTV cao su Krông Buk,Công ty con,947.531.934,-,,947531934.0,
- Công ty TNHH MTV Cao su Đầu Tiếng,- Công ty TNHH MTV Cao su Đầu Tiếng,- Công ty TNHH MTV Cao su Đầu Tiếng,Công ty con,665.613.108.407,501.410.492.934,,665613108407.0,501410492934.0
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,80.815.379.899,248.528.057.710,,80815379899.0,248528057710.0
- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,Công ty con,255.590.403.990,364.834.829.144,,255590403990.0,364834829144.0
- Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,Công ty con,8.233.162.081,13.635.911.551,,8233162081.0,13635911551.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,6.367.087.231,11.630.045.970,,6367087231.0,11630045970.0
Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,938.128.976.307,146.070.671.400,,938128976307.0,146070671400.0
- Công ty CP Cao su Việt Lào,- Công ty CP Cao su Việt Lào,- Công ty CP Cao su Việt Lào,Công ty liên kết,-,6.404.600.000,,,6404600000.0
- Công ty CP Bảo vệ Thực vật Sài Gòn,- Công ty CP Bảo vệ Thực vật Sài Gòn,- Công ty CP Bảo vệ Thực vật Sài Gòn,Công ty nhận đầu tư,6.000.000,4.200.000,,6000000.0,4200000.0
- Công ty CP Phân lân nung chảy Văn Điền,- Công ty CP Phân lân nung chảy Văn Điền,- Công ty CP Phân lân nung chảy Văn Điền,Công ty nhận đầu tư,69.550.400,-,,69550400.0,
- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,147.203.940.100,-,,147203940100.0,
- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,Công ty con,3.802.460.000,-,,3802460000.0,
- Công ty CP Cao su Bến Thành,- Công ty CP Cao su Bến Thành,- Công ty CP Cao su Bến Thành,Công ty liên kết,5.441.092.200,-,,5441092200.0,
- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,Công ty con,216.000.000.000,-,,216000000000.0,
- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,68.400.000.000,-,,68400000000.0,
- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,Công ty con,135.396.015.000,124.564.333.800,,135396015000.0,124564333800.0
- Công ty CP Cơ Khí Cao su,- Công ty CP Cơ Khí Cao su,- Công ty CP Cơ Khí Cao su,Công ty con,1.458.000.000,-,,1458000000.0,
- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,Công ty con,71.274.060.000,-,,71274060000.0,
- Công ty CP Khu công nghiệp Hố Nai,- Công ty CP Khu công nghiệp Hố Nai,- Công ty CP Khu công nghiệp Hố Nai,Công ty con,-,3.225.600.000,,,3225600000.0
- Công ty CP Khu Công Nghiệp Nam Tân Uyền,- Công ty CP Khu Công Nghiệp Nam Tân Uyền,- Công ty CP Khu Công Nghiệp Nam Tân Uyền,Công ty liên kết,52.272.000.000,-,,52272000000.0,
- Công ty CP Xuất khấu Cao su VRG Nhật Bản,- Công ty CP Xuất khấu Cao su VRG Nhật Bản,- Công ty CP Xuất khấu Cao su VRG Nhật Bản,Công ty con,-,340.500.000,,,340500000.0
- Công ty CP Đầu tư Sài Gòn VRG,- Công ty CP Đầu tư Sài Gòn VRG,- Công ty CP Đầu tư Sài Gòn VRG,Công ty nhận đầu tư,7.471.961.600,6.537.966.400,,7471961600.0,6537966400.0
- Công ty CP Chế biến Gỗ Thuận An,- Công ty CP Chế biến Gỗ Thuận An,- Công ty CP Chế biến Gỗ Thuận An,Công ty nhận đầu tư,-,1.229.432.600,,,1229432600.0
- Công ty CP Du lịch Quốc tế Vũng Tàu,- Công ty CP Du lịch Quốc tế Vũng Tàu,- Công ty CP Du lịch Quốc tế Vũng Tàu,Công ty nhận đầu tư,-,184.800.000,,,184800000.0
- Tổng công ty Xây dựng Thủy Lợi 4 - CTCP,- Tổng công ty Xây dựng Thủy Lợi 4 - CTCP,- Tổng công ty Xây dựng Thủy Lợi 4 - CTCP,Công ty nhận đầu tư,-,1.899.238.600,,,1899238600.0
- Công ty CP Đầu tư Xây dựng Cao su,- Công ty CP Đầu tư Xây dựng Cao su,- Công ty CP Đầu tư Xây dựng Cao su,Công ty liên kết,-,1.680.000.000,,,1680000000.0
