row_label_raw,row_label_full,col_0,31/12/2018 > Giá trịVND,31/12/2018 > Dự phòngVND,01/06/2018 > Giá trịVND,01/06/2018 > Dự phòngVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Dự phòngVND,numeric__01/06/2018 > Giá trịVND,numeric__01/06/2018 > Dự phòngVND
b) Phải thu về cho vay dài hạn,b) Phải thu về cho vay dài hạn,b) Phải thu về cho vay dài hạn,b) Phải thu về cho vay dài hạn,b) Phải thu về cho vay dài hạn,b) Phải thu về cho vay dài hạn,b) Phải thu về cho vay dài hạn,,,,
Các khoản cho vay tại Văn phòng Tập đoàn,b) Phải thu về cho vay dài hạn > Các khoản cho vay tại Văn phòng Tập đoàn,Các khoản cho vay tại Văn phòng Tập đoàn,217.232.921.635,-,248.530.428.171,-,217232921635.0,,248530428171.0,
- Công ty TNHH MTV Cao su Quảng Ngãi,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,5.939.541.490,-,-,-,5939541490.0,,,
- Công ty TNHH MTV Cao su KonTum,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,56.005.371.553,-,-,-,56005371553.0,,,
- Công ty TNHH MTV Cao su Bình Thuận,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,18.710.108.042,-,20.269.289.708,-,18710108042.0,,20269289708.0,
- Công ty TNHH MTV Cao su Krông Buk,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,5.334.018.482,-,6.223.021.560,-,5334018482.0,,6223021560.0,
- Công ty TNHH MTV Cao su EahLeo,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,7.648.981.593,-,8.923.811.857,-,7648981593.0,,8923811857.0,
- Công ty TNHH MTV Cao su Chư Pãh,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,35.115.037.291,-,40.982.359.969,-,35115037291.0,,40982359969.0,
- Công ty TNHH MTV Cao su Chư Prông,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,12.763.608.366,-,14.890.876.426,-,12763608366.0,,14890876426.0,
- Công ty TNHH MTV Cao su Chư Sê,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,12.123.069.748,-,14.143.581.366,-,12123069748.0,,14143581366.0,
- Công ty TNHH MTV Cao su Mang Yang,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,28.756.172.287,-,33.583.284.229,-,28756172287.0,,33583284229.0,
- Công ty TNHH MTV Cao su KonTum,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,-,-,65.339.600.267,-,,,65339600267.0,
- Công ty TNHH MTV Cao su Quảng Nam,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,16.222.568.849,-,17.574.452.923,-,16222568849.0,,17574452923.0,
- Công ty TNHH MTV Cao su Quảng Ngãi,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,-,-,6.434.505.282,-,,,6434505282.0,
- Công ty TNHH MTV Cao su Hà Tĩnh,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,11.868.093.750,-,12.857.100.400,-,11868093750.0,,12857100400.0,
- Công ty TNHH MTV Cao su Thanh Hóa,b) Phải thu về cho vay dài hạn > - Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,6.746.350.184,-,7.308.544.184,-,6746350184.0,,7308544184.0,
Các khoản cho vay sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,b) Phải thu về cho vay dài hạn > Các khoản cho vay sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,Các khoản cho vay sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,959.102.026.916,(470.992.213.426),994.546.117.634,-,959102026916.0,-470992213426.0,994546117634.0,
- Cho vay theo hình thức repo cổ phiếu,b) Phải thu về cho vay dài hạn > - Cho vay theo hình thức repo cổ phiếu,- Cho vay theo hình thức repo cổ phiếu,51.916.359.215,(49.447.079.215),51.916.359.215,-,51916359215.0,-49447079215.0,51916359215.0,
+ Tô Đình Chiến,b) Phải thu về cho vay dài hạn > + Tô Đình Chiến,+ Tô Đình Chiến,16.496.910.403,(16.496.910.403),16.496.910.403,-,16496910403.0,-16496910403.0,16496910403.0,
+ Công ty CP Đầu tư Kiến Quân,b) Phải thu về cho vay dài hạn > + Công ty CP Đầu tư Kiến Quân,+ Công ty CP Đầu tư Kiến Quân,16.000.000.000,(16.000.000.000),16.000.000.000,-,16000000000.0,-16000000000.0,16000000000.0,
+ Vương Đáng,b) Phải thu về cho vay dài hạn > + Vương Đáng,+ Vương Đáng,487.528.611,(487.528.611),487.528.611,-,487528611.0,-487528611.0,487528611.0,
+ Lê Thanh Nhã,b) Phải thu về cho vay dài hạn > + Lê Thanh Nhã,+ Lê Thanh Nhã,18.931.920.201,(16.462.640.201),18.931.920.201,-,18931920201.0,-16462640201.0,18931920201.0,
- Cho các khách hàng,b) Phải thu về cho vay dài hạn > - Cho các khách hàng,- Cho các khách hàng,907.185.667.701,(421.545.134.211),942.629.758.419,-,907185667701.0,-421545134211.0,942629758419.0,
,,,1.176.334.948.551,(470.992.213.426),1.243.076.545.805,-,1176334948551.0,-470992213426.0,1243076545805.0,
