row_label_raw,row_label_full,- Công ty CP Cao su Hà Giang,Công ty con,1.500.000.000,17.250.000.000,numeric__Công ty con,numeric__1.500.000.000,numeric__17.250.000.000
- Công ty CP Cao su Lai Châu,- Công ty CP Cao su Lai Châu,- Công ty CP Cao su Lai Châu,Công ty con,36.244.000.000,12.000.000.000,,36244000000.0,12000000000.0
- Công ty CP Cao su Lai Châu II,- Công ty CP Cao su Lai Châu II,- Công ty CP Cao su Lai Châu II,Công ty con,4.727.000.000,16.000.000.000,,4727000000.0,16000000000.0
- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,Công ty con,9.040.000.000,-,,9040000000.0,
- Công ty CP Cao su Sơn La,- Công ty CP Cao su Sơn La,- Công ty CP Cao su Sơn La,Công ty con,28.293.600.000,15.000.000.000,,28293600000.0,15000000000.0
- Công ty CP Cao su Yên Bái,- Công ty CP Cao su Yên Bái,- Công ty CP Cao su Yên Bái,Công ty con,7.824.000.000,1.000.000.000,,7824000000.0,1000000000.0
- Công ty CP ĐT Phát triển Cao su Nghệ An,- Công ty CP ĐT Phát triển Cao su Nghệ An,- Công ty CP ĐT Phát triển Cao su Nghệ An,Công ty con,24.000.000.000,7.000.000.000,,24000000000.0,7000000000.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,36.411.404.552,-,,36411404552.0,
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,78.147.152.678,-,,78147152678.0,
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,183.800.000.000,-,,183800000000.0,
- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,Công ty con,173.733.000.000,-,,173733000000.0,
- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,41.555.378.443,-,,41555378443.0,
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,152.758.226.549,-,,152758226549.0,
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,110.338.564.787,-,,110338564787.0,
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,71.670.000.000,-,,71670000000.0,
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,58.788.400.000,-,,58788400000.0,
- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,Công ty con,211.374.868.500,-,,211374868500.0,
- Công ty TNHH MTV Cao su Nam Giang - Quảng,- Công ty TNHH MTV Cao su Nam Giang - Quảng,- Công ty TNHH MTV Cao su Nam Giang - Quảng,Công ty con,60.426.070.000,-,,60426070000.0,
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,75.667.609.797,-,,75667609797.0,
- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,Công ty con,40.859.344.985,-,,40859344985.0,
- Công ty TNHH MTV Tổng công ty Cao Su Đồng,- Công ty TNHH MTV Tổng công ty Cao Su Đồng,- Công ty TNHH MTV Tổng công ty Cao Su Đồng,Công ty con,31.284.600.000,-,,31284600000.0,
- Công ty TNHH MTV cao su Quảng Ngãi,- Công ty TNHH MTV cao su Quảng Ngãi,- Công ty TNHH MTV cao su Quảng Ngãi,Công ty con,4.200.000.000,-,,4200000000.0,
- Công ty CP Quasa - Geruco,- Công ty CP Quasa - Geruco,- Công ty CP Quasa - Geruco,Công ty con,6.500.000.000,-,,6500000000.0,
- Công ty CP Cao su Bà Rịa Kampongthom,- Công ty CP Cao su Bà Rịa Kampongthom,- Công ty CP Cao su Bà Rịa Kampongthom,Công ty liên kết,2.006.579.652,-,,2006579652.0,
- Công ty CP Cao su Chư Sê - Kampongthom,- Công ty CP Cao su Chư Sê - Kampongthom,- Công ty CP Cao su Chư Sê - Kampongthom,Công ty liên kết,75.001.000.000,42.390.000.000,,75001000000.0,42390000000.0
