row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2018 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,1.436.064.174.519,-,-,1.436.064.174.519,1436064174519.0,,,1436064174519.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/12/2018 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.838.826.793.511,643.030.003.100,-,2.481.856.796.611,1838826793511.0,643030003100.0,,2481856796611.0
Các khoản cho vay,Tại ngày 31/12/2018 > Các khoản cho vay,Các khoản cho vay,126.808.905.354,705.342.735.125,-,832.151.640.479,126808905354.0,705342735125.0,,832151640479.0
,,,3.401.699.873.384,1.348.372.738.225,-,4.750.072.611.609,3401699873384.0,1348372738225.0,,4750072611609.0
Tại ngày 01/06/2018,Tại ngày 01/06/2018,Tại ngày 01/06/2018,Tại ngày 01/06/2018,Tại ngày 01/06/2018,Tại ngày 01/06/2018,Tại ngày 01/06/2018,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/06/2018 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,819.099.974.948,-,-,819.099.974.948,819099974948.0,,,819099974948.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/06/2018 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",2.187.258.524.442,1.338.792.137.093,-,3.526.050.661.535,2187258524442.0,1338792137093.0,,3526050661535.0
Các khoản cho vay,Tại ngày 01/06/2018 > Các khoản cho vay,Các khoản cho vay,140.349.291.613,1.243.076.545.805,-,1.383.425.837.418,140349291613.0,1243076545805.0,,1383425837418.0
,,,3.146.707.791.003,2.581.868.682.898,-,5.728.576.473.901,3146707791003.0,2581868682898.0,,5728576473901.0
