row_label_raw,row_label_full,col_0,Môi quan hệ,Từ 01/06/2018,Từ 01/01/2018,numeric__Môi quan hệ,numeric__Từ 01/06/2018,numeric__Từ 01/01/2018
,,,Môi quan hệ,VND,VND,,,
Tạm ứng vốn điều lệ,Tạm ứng vốn điều lệ,Tạm ứng vốn điều lệ,,635.252.486.298,170.106.749.005,,635252486298.0,170106749005.0
- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,Công ty con,-,-,,,
- Công ty TNHH MTV cao su Dầu Tiếng,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV cao su Dầu Tiếng,- Công ty TNHH MTV cao su Dầu Tiếng,Công ty con,67.297.000.000,31.284.600.000,,67297000000.0,31284600000.0
- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Bà Rịa > - Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,75.953.000.000,-,,75953000000.0,
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,115.195.000.000,-,,115195000000.0,
- Công ty TNHH MTV Cao su Krông Buk,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,10.000.000.000,16.000.000.000,,10000000000.0,16000000000.0
- Công ty TNHH MTV Cao su EahLeo,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,14.000.000.000,-,,14000000000.0,
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,43.299.270.341,10.033.725.991,,43299270341.0,10033725991.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,33.435.911.551,-,,33435911551.0,
- Công ty TNHH MTV Cao su Chư Sê,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,118.820.259.245,10.000.000.000,,118820259245.0,10000000000.0
- Công ty TNHH MTV Cao su Mang Yang,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,Công ty con,10.493.165.313,10.531.166.418,,10493165313.0,10531166418.0
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,45.034.344.402,18.000.000.000,,45034344402.0,18000000000.0
- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con,-,700.000.000,,,700000000.0
- Công ty TNHH MTV Cao su Quảng trị,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,Công ty con,16.532.708.204,3.000.000.000,,16532708204.0,3000000000.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,41.678.765.667,40.294.019.997,,41678765667.0,40294019997.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,11.378.246.728,4.900.000.000,,11378246728.0,4900000000.0
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,12.634.814.847,18.363.236.599,,12634814847.0,18363236599.0
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty CP Cao su Bà Rịa > - Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty con,19.500.000.000,7.000.000.000,,19500000000.0,7000000000.0
