row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,,,,
Vay và nợ,Tại ngày 31/12/2018 > Vay và nợ,Vay và nợ,31.514.615.908,-,189.087.695.437,220.602.311.345,31514615908.0,,189087695437.0,220602311345.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2018 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",158.863.734.693,15.156.317.517,-,174.020.052.210,158863734693.0,15156317517.0,,174020052210.0
Chi phí phải trả,Tại ngày 31/12/2018 > Chi phí phải trả,Chi phí phải trả,5.787.565.190,-,-,5.787.565.190,5787565190.0,,,5787565190.0
,,,196.165.915.791,15.156.317.517,189.087.695.437,400.409.928.745,196165915791.0,15156317517.0,189087695437.0,400409928745.0
Tại ngày 01/06/2018,Tại ngày 01/06/2018,Tại ngày 01/06/2018,Tại ngày 01/06/2018,Tại ngày 01/06/2018,Tại ngày 01/06/2018,Tại ngày 01/06/2018,,,,
Vay và nợ,Tại ngày 01/06/2018 > Vay và nợ,Vay và nợ,15.757.307.954,-,220.602.311.345,236.359.619.299,15757307954.0,,220602311345.0,236359619299.0
"Phải trả người bán, phải trả khác","Tại ngày 01/06/2018 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",201.792.898.359,15.076.317.517,-,216.869.215.876,201792898359.0,15076317517.0,,216869215876.0
Chi phí phải trả,Tại ngày 01/06/2018 > Chi phí phải trả,Chi phí phải trả,34.665.282.376,-,-,34.665.282.376,34665282376.0,,,34665282376.0
,,,252.215.488.689,15.076.317.517,220.602.311.345,487.894.117.551,252215488689.0,15076317517.0,220602311345.0,487894117551.0
