row_label_raw,row_label_full,col_0,col_1,01/06/2018 > Giá trị,01/06/2018 > Số có khả năng trả nợ,Trong kỳ > Tăng,Trong kỳ > Giám,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,numeric__col_1,numeric__01/06/2018 > Giá trị,numeric__01/06/2018 > Số có khả năng trả nợ,numeric__Trong kỳ > Tăng,numeric__Trong kỳ > Giám,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Vay ngắn hạn,,,,,,,,,,,,,
a),a) > a),a),- Vay dài hạn đến hạn trả,15.757.307.954,15.757.307.954,,15.757.307.954,31.514.615.908,31.514.615.908,,15757307954.0,15757307954.0,,15757307954.0,31514615908.0,31514615908.0
a),a) > a),a),+ Ngân hàng TMCP Phát triển Việt Nam(Sở giao dịch 2) - Vay AFD (*),15.757.307.954,15.757.307.954,31.514.615.908,15.757.307.954,31.514.615.908,31.514.615.908,,15757307954.0,15757307954.0,31514615908.0,15757307954.0,31514615908.0,31514615908.0
a),a) > a),a),,15.757.307.954,15.757.307.954,31.514.615.908,15.757.307.954,31.514.615.908,31.514.615.908,,15757307954.0,15757307954.0,31514615908.0,15757307954.0,31514615908.0,31514615908.0
b),b),b),Vay dài hạn,,,,,,,,,,,,,
b),b) > b),b),+ Ngân hàng TMCP Phát triển Việt Nam(Sở giao dịch 2) - Vay AFD (*),236.359.619.299,236.359.619.299,,15.757.307.954,220.602.311.345,220.602.311.345,,236359619299.0,236359619299.0,,15757307954.0,220602311345.0,220602311345.0
b),b) > b),b),,236.359.619.299,236.359.619.299,-,15.757.307.954,220.602.311.345,220.602.311.345,,236359619299.0,236359619299.0,,15757307954.0,220602311345.0,220602311345.0
b),b) > b),b),Khoản đến hạn trả trong vòng 12 tháng,(15.757.307.954),(15.757.307.954),-,(15.757.307.954),(31.514.615.908),(31.514.615.908),,-15757307954.0,-15757307954.0,,-15757307954.0,-31514615908.0,-31514615908.0
b),b) > b),b),Khoản đến hạn trả sau 12 tháng,220.602.311.345,220.602.311.345,,,189.087.695.437,189.087.695.437,,220602311345.0,220602311345.0,,,189087695437.0,189087695437.0
