row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Từ 01/06/2018 đến 31/12/2018 > VND,Từ 01/01/2018 đến 31/05/2018 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Từ 01/06/2018 đến 31/12/2018 > VND,numeric__Từ 01/01/2018 đến 31/05/2018 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22,436.122.344.041,138.541.054.315,,22.0,436122344041.0,138541054315.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,436.122.344.041,138.541.054.315,,,436122344041.0,138541054315.0
11,02 > 11,11,4. Giá vốn hàng bán,23,384.008.261.890,122.529.400.246,,23.0,384008261890.0,122529400246.0
20,02 > 20,20,5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ,,52.114.082.151,16.011.654.069,,,52114082151.0,16011654069.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,24,2.222.900.820.187,1.734.193.814.935,,24.0,2222900820187.0,1734193814935.0
22,02 > 22,22,7. Chi phí tài chính,25,282.161.057.457,292.600.834.059,,25.0,282161057457.0,292600834059.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,12.462.784.927,9.684.678.032,,,12462784927.0,9684678032.0
25,02 > 25,25,8. Chi phí bán hàng,26,99.486.088,65.340.272,,26.0,99486088.0,65340272.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,27,669.341.864.770,46.743.852.004,,27.0,669341864770.0,46743852004.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,1.323.412.494.023,1.410.795.442.669,,,1323412494023.0,1410795442669.0
31,02 > 31,31,11. Thu nhập khác,28,3.335.020.085,2.250.539.827,,28.0,3335020085.0,2250539827.0
40,02 > 40,40,13. Lợi nhuận khác,,3.335.020.085,2.250.539.827,,,3335020085.0,2250539827.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,1.326.747.514.108,1.413.045.982.496,,,1326747514108.0,1413045982496.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,29,-,-,,29.0,,
60,02 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,1.326.747.514.108,1.413.045.982.496,,,1326747514108.0,1413045982496.0
