row_label_raw,row_label_full,col_0,Mối quan hệ,Từ 01/06/2018đến 31/12/2018,Từ 01/01/2018đến 31/05/2018,numeric__Mối quan hệ,numeric__Từ 01/06/2018đến 31/12/2018,numeric__Từ 01/01/2018đến 31/05/2018
- Công ty TNHH MTV Cao su Chư Prông,- Công ty CP Cao su Tây Ninh > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,-,2.587.241.664,,,2587241664.0
- Công ty TNHH MTV Cao su Eah Leo,- Công ty CP Cao su Tây Ninh > - Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,171.963.027,6.127.573.899,,171963027.0,6127573899.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty CP Cao su Tây Ninh > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,1.918.344.012,7.943.887.123,,1918344012.0,7943887123.0
- Công ty TNHH MTV Cao su Churmomray,- Công ty CP Cao su Tây Ninh > - Công ty TNHH MTV Cao su Churmomray,- Công ty TNHH MTV Cao su Churmomray,Công ty con,4.530.050.000,-,,4530050000.0,
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty CP Cao su Tây Ninh > - Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,-,1.369.938.246,,,1369938246.0
- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty CP Cao su Tây Ninh > - Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,Công ty con,-,8.017.463.705,,,8017463705.0
- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty CP Cao su Tây Ninh > - Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,Công ty con,-,2.004.365.926,,,2004365926.0
- Công ty CP Cao su Mang Yang,- Công ty CP Cao su Tây Ninh > - Công ty CP Cao su Mang Yang,- Công ty CP Cao su Mang Yang,Công ty con,31.796.641,2.638.793.606,,31796641.0,2638793606.0
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty CP Cao su Tây Ninh > - Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,4.655.907,10.021.829.630,,4655907.0,10021829630.0
- Công ty CP Cao su Đồng Nai Kratie,- Công ty CP Cao su Tây Ninh > - Công ty CP Cao su Đồng Nai Kratie,- Công ty CP Cao su Đồng Nai Kratie,Công ty con,-,14.374.313.060,,,14374313060.0
