row_label_raw,row_label_full,col_0,Mối quan hệ,Từ 01/06/2018đến 31/12/2018,Từ 01/01/2018đến 31/05/2018,numeric__Mối quan hệ,numeric__Từ 01/06/2018đến 31/12/2018,numeric__Từ 01/01/2018đến 31/05/2018
,,,,VND,VND,,,
Lãi vay AFD,Lãi vay AFD,Lãi vay AFD,,116.315.121.876,9.485.928.401,,116315121876.0,9485928401.0
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,1.081.429.698,792.490.946,,1081429698.0,792490946.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,2.237.208.922,1.708.514.193,,2237208922.0,1708514193.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,812.549.376,611.811.036,,812549376.0,611811036.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,768.076.735,580.614.774,,768076735.0,580614774.0
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,57.463.921.702,368.822.366,,57463921702.0,368822366.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,48.287.563.663,503.049.940,,48287563663.0,503049940.0
- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,Công ty con,3.587.825.455,2.741.462.946,,3587825455.0,2741462946.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,338.162.157,255.572.554,,338162157.0,255572554.0
- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,Công ty con,1.833.617.880,1.381.282.606,,1833617880.0,1381282606.0
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,3.023.342.190,696.852.172,,3023342190.0,696852172.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,381.845.633,288.286.199,,381845633.0,288286199.0
- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con,(2.418.991.837),251.939.076,,-2418991837.0,251939076.0
- Công ty CP Gỗ VRG MDF Kiên Giang,- Công ty CP Gỗ VRG MDF Kiên Giang,- Công ty CP Gỗ VRG MDF Kiên Giang,Công ty con,-,97.720.539,,,97720539.0
Mua hàng hóa,Mua hàng hóa,Mua hàng hóa,,12.011.999.059,115.038.243.450,,12011999059.0,115038243450.0
- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,-,-,,,
- Công ty CP Cao su Điện Biên,- Công ty CP Cao su Tây Ninh > - Công ty CP Cao su Điện Biên,- Công ty CP Cao su Điện Biên,Công ty con,-,6.542.963.661,,,6542963661.0
- Công ty CP Cao su Lai Châu,- Công ty CP Cao su Tây Ninh > - Công ty CP Cao su Lai Châu,- Công ty CP Cao su Lai Châu,Công ty con,-,11.590.885.970,,,11590885970.0
- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tây Ninh > - Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,4.100.007.614,16.809.607.181,,4100007614.0,16809607181.0
- Công ty TNHH MTV Cao su Nam Giang,- Công ty CP Cao su Tây Ninh > - Công ty TNHH MTV Cao su Nam Giang,- Công ty TNHH MTV Cao su Nam Giang,Công ty con,-,6.906.151.767,,,6906151767.0
- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Tây Ninh > - Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,Công ty con,1.255.181.858,8.728.208.798,,1255181858.0,8728208798.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty CP Cao su Tây Ninh > - Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,-,9.375.019.214,,,9375019214.0
