row_label_raw,row_label_full,col_0,col_1,12.107.387.296,numeric__col_1,numeric__12.107.387.296
- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,Công ty con,3.874.165.021,,3874165021.0
- Công ty TNHH MTV Cao su Binh Long,- Công ty TNHH MTV Cao su Binh Long,- Công ty TNHH MTV Cao su Binh Long,Công ty con,1.322.170.289,,1322170289.0
- Công ty TNHH MTV Cao su Binh Thuận,- Công ty TNHH MTV Cao su Binh Thuận,- Công ty TNHH MTV Cao su Binh Thuận,Công ty con,1.620.166.183,,1620166183.0
- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,Công ty con,1.352.229.710,,1352229710.0
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,6.454.892.011,,6454892011.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,312.427.366,,312427366.0
- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,1.663.048.379,,1663048379.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,2.075.628.842,,2075628842.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,1.624.701.703,,1624701703.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,643.160.323,,643160323.0
- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,Công ty con,4.089.117.096,,4089117096.0
- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,Công ty con,252.200.000,,252200000.0
