row_label_raw,row_label_full,Mã số,Chỉ tiêu,Trình bày lại,Đã trình bày trên báo cáo tài chính riêng cho kỳ kế toán từ 01/01/2018 đến 31/05/2018,Chênh lệch,numeric__Chỉ tiêu,numeric__Trình bày lại,numeric__Đã trình bày trên báo cáo tài chính riêng cho kỳ kế toán từ 01/01/2018 đến 31/05/2018,numeric__Chênh lệch
,,,,,VND,VND,,,,
,,,Bảng cân đối kế toán riêng,Bảng cân đối kế toán riêng,Bảng cân đối kế toán riêng,Bảng cân đối kế toán riêng,,,,
136,136,136,Phải thu ngắn hạn khác,2.179.082.272.035,3.140.610.944.793,961.528.672.758,,2179082272035.0,3140610944793.0,961528672758.0
411,411,411,Vốn đầu tư của chủ sở hữu,40.000.000.000.000,28.557.589.070.276,(11.442.410.929.724),,40000000000000.0,28557589070276.0,-11442410929724.0
416,416,416,Chênh lệch đánh giá lại tài sản,-,2.437.373.768.203,2.437.373.768.203,,,2437373768203.0,2437373768203.0
418,418,418,Quỹ đầu tư phát triển,-,5.015.991.664.133,5.015.991.664.133,,,5015991664133.0,5015991664133.0
419,419,419,Quỹ hỗ trợ sắp xếp doanh nghiệp,-,991.734.760,991.734.760,,,991734760.0,991734760.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,-,333.439.269.558,333.439.269.558,,,333439269558.0,333439269558.0
422,422,422,Nguồn vốn đầu tư xây dựng cơ bản,-,4.648.780.231.369,4.648.780.231.369,,,4648780231369.0,4648780231369.0
