row_label_raw,row_label_full,- Công ty TNHH MTV TCT Cao su Đồng Nai,Công ty con,2.035.750.370,1.103.889.929,numeric__Công ty con,numeric__2.035.750.370,numeric__1.103.889.929
- Công ty TNHH MTV Cao su Binh Long,- Công ty TNHH MTV Cao su Binh Long,- Công ty TNHH MTV Cao su Binh Long,Công ty con,2.514.472.197,940.516.590,,2514472197.0,940516590.0
- Công ty TNHH MTV Cao su Binh Thuận,- Công ty TNHH MTV Cao su Binh Thuận,- Công ty TNHH MTV Cao su Binh Thuận,Công ty con,399.187.064,171.768.134,,399187064.0,171768134.0
- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,Công ty con,2.822.033.670,1.498.595.701,,2822033670.0,1498595701.0
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,1.568.176.355,3.958.480.523,,1568176355.0,3958480523.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,,2.937.919.628,,,2937919628.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,45.770.745,,,45770745.0,
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,502.041.322,480.333.831,,502041322.0,480333831.0
- Công ty TNHH MTV Cao su Chu Prông,- Công ty TNHH MTV Cao su Chu Prông,- Công ty TNHH MTV Cao su Chu Prông,Công ty con,273.074.619,,,273074619.0,
- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,420.906.255,188.025.445,,420906255.0,188025445.0
- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,Công ty con,135.200.340,194.985.825,,135200340.0,194985825.0
- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,Công ty con,281.584.232,2.114.952.782,,281584232.0,2114952782.0
- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,Công ty con,77.726.145,571.354.789,,77726145.0,571354789.0
- Các đơn vị sự nghiệp,- Các đơn vị sự nghiệp,- Các đơn vị sự nghiệp,Công ty con,46.503.449,,,46503449.0,
