row_label_raw,row_label_full,Mã chứng khoán,31/12/2018 > Giá gốc,31/12/2018 > Giá trị hợp lý,31/12/2018 > Dự phòng,01/06/2018 > Giá gốc,01/06/2018 > Giá trị hợp lý,01/06/2018 > Dự phòng,numeric__31/12/2018 > Giá gốc,numeric__31/12/2018 > Giá trị hợp lý,numeric__31/12/2018 > Dự phòng,numeric__01/06/2018 > Giá gốc,numeric__01/06/2018 > Giá trị hợp lý,numeric__01/06/2018 > Dự phòng
,,,VND,VND,VND,VND,VND,VND,,,,,,
BRR,BRR,BRR,1.096.524.000.000,,-,1.096.524.000.000,1.129.419.720.000,-,1096524000000.0,,,1096524000000.0,1129419720000.0,
RTB,RTB,RTB,865.905.530.000,865.905.530.000,-,865.905.530.000,,-,865905530000.0,865905530000.0,,865905530000.0,,
,,,245.618.689.229,,-,245.618.689.229,,-,245618689229.0,,,245618689229.0,,
MDF,MDF,MDF,303.951.362.000,,-,303.951.362.000,467.617.480.000,-,303951362000.0,,,303951362000.0,467617480000.0,
,,,191.250.000.000,,-,191.250.000.000,,-,191250000000.0,,,191250000000.0,,
RBC,RBC,RBC,89.540.605.515,101.226.661.800,-,89.540.605.515,101.226.661.800,-,89540605515.0,101226661800.0,,89540605515.0,101226661800.0,
,,,269.179.671.747,,(12.214.797.496),269.179.671.747,,-,269179671747.0,,-12214797496.0,269179671747.0,,
,,,206.085.048.366,,-,206.085.048.366,,-,206085048366.0,,,206085048366.0,,
GER,GER,GER,6.232.160.000,,-,6.232.160.000,,-,6232160000.0,,,6232160000.0,,
,,,388.516.761.911,,-,379.476.761.911,,-,388516761911.0,,,379476761911.0,,
,,,722.416.068.988,,(23.221.347.627),694.122.468.988,,-,722416068988.0,,-23221347627.0,694122468988.0,,
TRC,TRC,TRC,377.100.000.000,386.100.000.000,-,377.100.000.000,466.200.000.000,-,377100000000.0,386100000000.0,,377100000000.0,466200000000.0,
DPR,DPR,DPR,756.000.000.000,763.200.000.000,-,756.000.000.000,936.000.000.000,-,756000000000.0,763200000000.0,,756000000000.0,936000000000.0,
,,,19.442.138.245,,-,19.442.138.245,,-,19442138245.0,,,19442138245.0,,
,,,261.255.428.712,,-,259.755.428.712,,-,261255428712.0,,,259755428712.0,,
,,,592.466.062.679,,-,585.966.062.679,,-,592466062679.0,,,585966062679.0,,
,,,795.765.801.669,,(10.230.967.604),759.521.801.669,,-,795765801669.0,,-10230967604.0,759521801669.0,,
,,,420.686.216.787,,(10.213.489.066),420.686.216.787,,-,420686216787.0,,-10213489066.0,420686216787.0,,
PHR,PHR,PHR,1.099.415.641.800,3.019.331.134.500,-,1.099.415.641.800,1.126.494.844.800,-,1099415641800.0,3019331134500.0,,1099415641800.0,1126494844800.0,
,,,627.340.314.721,,(18.663.418.587),622.613.314.721,,-,627340314721.0,,-18663418587.0,622613314721.0,,
,,,320.306.546.000,,(462.753.691),312.482.546.000,,-,320306546000.0,,-462753691.0,312482546000.0,,
HRC,HRC,HRC,502.951.680.000,507.276.000.000,-,502.951.680.000,597.920.400.000,-,502951680000.0,507276000000.0,,502951680000.0,597920400000.0,
,,,39.444.923.852,,(16.118.304.854),39.444.923.852,,-,39444923852.0,,-16118304854.0,39444923852.0,,
,,,166.165.961.768,,-,166.165.961.768,,-,166165961768.0,,,166165961768.0,,
,,,555.397.466.154,,-,531.397.466.154,,-,555397466154.0,,,531397466154.0,,
,,,5.274.639.336,,-,5.274.639.336,,-,5274639336.0,,,5274639336.0,,
,,,477.000.000.000,,-,477.000.000.000,,-,477000000000.0,,,477000000000.0,,
,,,11.401.232.719.479,5.643.039.326.300,(91.125.078.925),11.283.104.119.479,4.824.879.106.600,-,11401232719479.0,5643039326300.0,-91125078925.0,11283104119479.0,4824879106600.0,
