row_label_raw,row_label_full,Phải thu Cổ tức lợi nhuận được chia,col_1,413.821.668.000,139.091.278.333,numeric__col_1,numeric__413.821.668.000,numeric__139.091.278.333
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,-,63.577.105,,,63577105.0
- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,Công ty con,1.707.899.007,182.694.921,,1707899007.0,182694921.0
Phải thu lãi cho vay vốn AFD,Phải thu lãi cho vay vốn AFD,Phải thu lãi cho vay vốn AFD,,5.350.120.087,4.939.214.240,,5350120087.0,4939214240.0
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,450.136.286,308.138.098,,450136286.0,308138098.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,138.191.266,97.763.547,,138191266.0,97763547.0
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,200.031.347,142.524.277,,200031347.0,142524277.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,920.089.236,668.964.659,,920089236.0,668964659.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,99.850.466,234.194.729,,99850466.0,234194729.0
- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,Công ty con,313.586.172,221.949.050,,313586172.0,221949050.0
- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,Công ty con,754.008.538,528.992.747,,754008538.0,528992747.0
- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,Công ty con,1.461.203.163,1.084.522.286,,1461203163.0,1084522286.0
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,419.957.269,1.147.374.149,,419957269.0,1147374149.0
- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con,143.801.365,98.180.802,,143801365.0,98180802.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,287.095.392,195.818.102,,287095392.0,195818102.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,162.169.587,210.791.794,,162169587.0,210791794.0
Phải thu lợi nhuận Tập trung,Phải thu lợi nhuận Tập trung,Phải thu lợi nhuận Tập trung,,1.102.132.016.173,1.652.992.022.905,,1102132016173.0,1652992022905.0
- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,Công ty con,180.635.641.359,364.834.830.144,,180635641359.0,364834830144.0
- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,Công ty con,629.065.659.321,495.384.608.492,,629065659321.0,495384608492.0
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,97.546.374.684,275.705.631.923,,97546374684.0,275705631923.0
- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,Công ty con,95.847.273.818,225.684.233.754,,95847273818.0,225684233754.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,29.938.067.058,136.418.533.195,,29938067058.0,136418533195.0
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,-,10.852.691.618,,,10852691618.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,8.177.248.090,30.222.247.038,,8177248090.0,30222247038.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,6.367.087.231,14.499.764.375,,6367087231.0,14499764375.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,3.745.519.467,35.028.950.246,,3745519467.0,35028950246.0
- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,Công ty con,34.082.559.946,37.781.434.288,,34082559946.0,37781434288.0
- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,2.554.410.874,9.557.569.317,,2554410874.0,9557569317.0
- Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,Công ty con,8.233.162.081,12.030.048.205,,8233162081.0,12030048205.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,4.991.480.310,4.991.480.310,,4991480310.0,4991480310.0
- Công ty TNHH MTV cao su Krông Buk,- Công ty TNHH MTV cao su Krông Buk,- Công ty TNHH MTV cao su Krông Buk,Công ty con,947.531.934,-,,947531934.0,
