row_label_raw,row_label_full,Phải thu Cổ tức lợi nhuận được chia,col_1,413.821.668.000,139.091.278.333,numeric__col_1,numeric__413.821.668.000,numeric__139.091.278.333
- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,Công ty con,135.396.015.000,124.564.333.800,,135396015000.0,124564333800.0
- Công ty CP Đầu tư Xây dựng Cao su,- Công ty CP Đầu tư Xây dựng Cao su,- Công ty CP Đầu tư Xây dựng Cao su,Công ty liên kết,8.752.000.000,5.392.000.000,,8752000000.0,5392000000.0
- Công ty CP Cơ khí Cao su,- Công ty CP Cơ khí Cao su,- Công ty CP Cơ khí Cao su,Công ty con,-,3.360.000.000,,,3360000000.0
- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,27.000.000.000,-,,27000000000.0,
- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,Công ty con,96.000.000.000,-,,96000000000.0,
- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,Công ty con,27.413.100.000,-,,27413100000.0,
- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,86.590.553.000,-,,86590553000.0,
- Công ty CP Chế biến gỗ Thuận An,- Công ty CP Chế biến gỗ Thuận An,- Công ty CP Chế biến gỗ Thuận An,Công ty nhận đầu tư,-,1.229.432.600,,,1229432600.0
- Công Ty CP Khu Công nghiệp Nam Tân Uyên,- Công Ty CP Khu Công nghiệp Nam Tân Uyên,- Công Ty CP Khu Công nghiệp Nam Tân Uyên,Công ty liên kết,32.670.000.000,-,,32670000000.0,
- Công Ty CP Du lịch Quốc tế Vũng Tàu,- Công Ty CP Du lịch Quốc tế Vũng Tàu,- Công Ty CP Du lịch Quốc tế Vũng Tàu,Công ty nhận đầu tư,-,184.800.000,,,184800000.0
- Công Ty CP Khu Công nghiệp Hồ Nai,- Công Ty CP Khu Công nghiệp Hồ Nai,- Công Ty CP Khu Công nghiệp Hồ Nai,Công ty liên kết,-,1.612.800.000,,,1612800000.0
- Công Ty CP Thế thao Ngõi sao Geru,- Công Ty CP Thế thao Ngõi sao Geru,- Công Ty CP Thế thao Ngõi sao Geru,Công ty con,-,848.673.333,,,848673333.0
- Tổng Công ty Xây dựng Thủy Lợi 4 - CTCP,- Tổng Công ty Xây dựng Thủy Lợi 4 - CTCP,- Tổng Công ty Xây dựng Thủy Lợi 4 - CTCP,Công ty nhận đầu tư,-,1.899.238.600,,,1899238600.0
Phải thu tiền lãi dự thu,Phải thu tiền lãi dự thu,Phải thu tiền lãi dự thu,,1.707.899.007,246.272.026,,1707899007.0,246272026.0
