row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",602.139,-,538.410,-,602139.0,,538410.0,
Tiền gửi tại NHNN,Tiền gửi tại NHNN,Tiền gửi tại NHNN,5.803.001,-,4.207.486,-,5803001.0,,4207486.0,
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,16.164.800,-,15.504.604,-,16164800.0,,15504604.0,
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,224.532,-,-,-,224532.0,,,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,71.587.702,(1.174.210),61.431.909,(980.347),71587702.0,-1174210.0,61431909.0,-980347.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,3.013.321,-,2.973.962,-,3013321.0,,2973962.0,
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",1.806.299,-,1.393.393,-,1806299.0,,1393393.0,
Các tài sản Có khác,Các tài sản Có khác,Các tài sản Có khác,3.774.067,(127.938),5.606.569,(97.910),3774067.0,-127938.0,5606569.0,-97910.0
Cộng,Cộng,Cộng,102.975.861,(1.302.148),91.656.333,(1.078.257),102975861.0,-1302148.0,91656333.0,-1078257.0
