row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,-,-,,,
03. Tiền chi thanh toán giấy tờ dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,03. Tiền chi thanh toán giấy tờ dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,03. Tiền chi thanh toán giấy tờ dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,-,-,,,
"04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,-,-,,,
05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,,-,-,,,
06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,,-,-,,,
III. Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền thuần từ hoạt động tài chính,,-,-,,,
IV. Lưu chuyển tiền thuần trong năm,III. Lưu chuyển tiền thuần từ hoạt động tài chính > IV. Lưu chuyển tiền thuần trong năm,IV. Lưu chuyển tiền thuần trong năm,,2.319.440,(4.918.280),,2319440.0,-4918280.0
V. Tiền và các khoản tương đương tiền tại thời điểm đầu năm,III. Lưu chuyển tiền thuần từ hoạt động tài chính > V. Tiền và các khoản tương đương tiền tại thời điểm đầu năm,V. Tiền và các khoản tương đương tiền tại thời điểm đầu năm,V.II,20.250.500,25.168.780,,20250500.0,25168780.0
VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,-,-,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối năm,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá > VII. Tiền và các khoản tương đương tiền tại thời điểm cuối năm,VII. Tiền và các khoản tương đương tiền tại thời điểm cuối năm,V.II,22.569.940,20.250.500,,22569940.0,20250500.0
