row_label_raw,row_label_full,Chứng khoán nợ,Chứng khoán nợ_1,Chứng khoán nợ_2,numeric__Chứng khoán nợ_1,numeric__Chứng khoán nợ_2
- Trái phiếu Chính phủ,- Trái phiếu Chính phủ,- Trái phiếu Chính phủ,1.669.561,1.675.515,1669561.0,1675515.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,1.669.561,1.675.515,1669561.0,1675515.0
Cộng chứng khoán đầu tư,Cộng chứng khoán đầu tư,Cộng chứng khoán đầu tư,3.013.321,2.973.962,3013321.0,2973962.0
