row_label_raw,row_label_full,Số đầu năm,Năm nay > 45.171,Năm trước > 6.415,numeric__Năm nay > 45.171,numeric__Năm trước > 6.415
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,44.627,39.688,44627.0,39688.0
Chi quỹ,Chi quỹ,Chi quỹ,(7.813),(932),-7813.0,-932.0
Số cuối năm,Số cuối năm,Số cuối năm,81.985,45.171,81985.0,45171.0
